"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income"
6102883,"Regular Season",2024-04-29,2024-05-05,"1:35 PM","Sun","new-york-yankees","detroit-tigers",1995,412,27,117590,9539,"New York Yankees","nya","NYY","Yankees",147,19,10,0.655,"W 2",5.1,3.6,1.5,-0.4,1.1,"19-10",0,"5-4","2-1","6-2","6-3","8-5","11-5","1-3","8-3","15-4","4-6","4-2","15-8","6-4","12-8","19-10",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114
6102885,"Regular Season",2024-04-29,2024-05-04,"1:05 PM","Sat","new-york-yankees","detroit-tigers",1421,232,57,1632,7046,"New York Yankees","nya","NYY","Yankees",147,19,10,0.655,"W 2",5.1,3.6,1.5,-0.4,1.1,"19-10",0,"5-4","2-1","6-2","6-3","8-5","11-5","1-3","8-3","15-4","4-6","4-2","15-8","6-4","12-8","19-10",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114
6102974,"Regular Season",2024-04-29,2024-04-29,"6:40 PM","Mon","oakland-athletics","pittsburgh-pirates",247,48,22,212,1128,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6102975,"Regular Season",2024-04-29,2024-04-30,"6:40 PM","Tue","oakland-athletics","pittsburgh-pirates",514,73,21,620,3385,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6102979,"Regular Season",2024-04-29,2024-05-01,"12:37 PM","Wed","oakland-athletics","pittsburgh-pirates",512,74,23,620,3385,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6102980,"Regular Season",2024-04-29,2024-05-04,"1:07 PM","Sat","oakland-athletics","miami-marlins",497,107,26,685,2733,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6102981,"Regular Season",2024-04-29,2024-05-03,"6:40 PM","Fri","oakland-athletics","miami-marlins",502,78,27,435,3028,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6102984,"Regular Season",2024-04-29,2024-05-05,"1:07 PM","Sun","oakland-athletics","miami-marlins",496,100,28,648,2796,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6103142,"Regular Season",2024-04-29,2024-05-03,"6:40 PM","Fri","philadelphia-phillies","san-francisco-giants",299,126,54,658,891,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103144,"Regular Season",2024-04-29,2024-05-05,"7:10 PM","Sun","philadelphia-phillies","san-francisco-giants",485,371,51,117589,1467,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103147,"Regular Season",2024-04-29,2024-05-04,"6:05 PM","Sat","philadelphia-phillies","san-francisco-giants",579,145,61,5855,2103,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103153,"Regular Season",2024-04-29,2024-05-06,"4:05 PM","Mon","philadelphia-phillies","san-francisco-giants",379,78,24,577,1166,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103297,"Regular Season",2024-04-29,2024-05-03,"6:40 PM","Fri","pittsburgh-pirates","colorado-rockies",783,935,34,5812,4384,"Pittsburgh Pirates","pit","PIT","Pirates",134,14,15,0.483,"L 1",4,4.2,-0.2,0.2,0,"14-15",0,"8-6","2-2","1-2","3-5","5-7","9-8","4-0","5-3","8-12","6-3","7-12","7-3","3-7","7-13","14-15",28461,18069,7698,309,53882,1268,986,988,249,3646
6103300,"Regular Season",2024-04-29,2024-05-04,"4:05 PM","Sat","pittsburgh-pirates","colorado-rockies",500,194,31,5913,2484,"Pittsburgh Pirates","pit","PIT","Pirates",134,14,15,0.483,"L 1",4,4.2,-0.2,0.2,0,"14-15",0,"8-6","2-2","1-2","3-5","5-7","9-8","4-0","5-3","8-12","6-3","7-12","7-3","3-7","7-13","14-15",28461,18069,7698,309,53882,1268,986,988,249,3646
6103304,"Regular Season",2024-04-29,2024-05-06,"6:40 PM","Mon","pittsburgh-pirates","los-angeles-angels",658,575,33,5913,4071,"Pittsburgh Pirates","pit","PIT","Pirates",134,14,15,0.483,"L 1",4,4.2,-0.2,0.2,0,"14-15",0,"8-6","2-2","1-2","3-5","5-7","9-8","4-0","5-3","8-12","6-3","7-12","7-3","3-7","7-13","14-15",28461,18069,7698,309,53882,1268,986,988,249,3646
6103321,"Regular Season",2024-04-29,2024-05-05,"1:35 PM","Sun","pittsburgh-pirates","colorado-rockies",589,154,33,5913,3391,"Pittsburgh Pirates","pit","PIT","Pirates",134,14,15,0.483,"L 1",4,4.2,-0.2,0.2,0,"14-15",0,"8-6","2-2","1-2","3-5","5-7","9-8","4-0","5-3","8-12","6-3","7-12","7-3","3-7","7-13","14-15",28461,18069,7698,309,53882,1268,986,988,249,3646
6103466,"Regular Season",2024-04-29,2024-05-01,"1:10 PM","Wed","san-diego-padres","cincinnati-reds",574,56,12,789,1906,"San Diego Padres","sdn","SD","Padres",135,14,17,0.452,"L 4",4.8,4.9,-0.1,-0.4,-0.5,"15-16",-1,"0-3","5-4","8-8","1-2","6-11","8-6","1-0","3-4","9-15","5-2","7-7","7-10","3-7","9-11","14-16",43096,29015,3421,2839,78092,2393,1868,599,1003,4597
6103467,"Regular Season",2024-04-29,2024-04-30,"6:40 PM","Tue","san-diego-padres","cincinnati-reds",599,54,14,733,1935,"San Diego Padres","sdn","SD","Padres",135,14,17,0.452,"L 4",4.8,4.9,-0.1,-0.4,-0.5,"15-16",-1,"0-3","5-4","8-8","1-2","6-11","8-6","1-0","3-4","9-15","5-2","7-7","7-10","3-7","9-11","14-16",43096,29015,3421,2839,78092,2393,1868,599,1003,4597
6103481,"Regular Season",2024-04-29,2024-04-29,"6:40 PM","Mon","san-diego-padres","cincinnati-reds",435,78,31,1100,1189,"San Diego Padres","sdn","SD","Padres",135,14,17,0.452,"L 4",4.8,4.9,-0.1,-0.4,-0.5,"15-16",-1,"0-3","5-4","8-8","1-2","6-11","8-6","1-0","3-4","9-15","5-2","7-7","7-10","3-7","9-11","14-16",43096,29015,3421,2839,78092,2393,1868,599,1003,4597
6103709,"Regular Season",2024-04-29,2024-04-29,"6:40 PM","Mon","seattle-mariners","atlanta-braves",328,63,18,671,1435,"Seattle Mariners","sea","SEA","Mariners",136,15,13,0.536,"L 1",3.7,3.4,0.4,0.3,0.7,"15-13",0,"3-4","1-2","2-1","9-6","9-7","6-6","2-1","4-4","10-11","5-2","10-9","5-4","7-3","12-8","15-13",14469,7231,1448,357,60955,927,623,327,191,8599
6103711,"Regular Season",2024-04-29,2024-04-30,"6:40 PM","Tue","seattle-mariners","atlanta-braves",369,375,18,115579,1638,"Seattle Mariners","sea","SEA","Mariners",136,15,13,0.536,"L 1",3.7,3.4,0.4,0.3,0.7,"15-13",0,"3-4","1-2","2-1","9-6","9-7","6-6","2-1","4-4","10-11","5-2","10-9","5-4","7-3","12-8","15-13",14469,7231,1448,357,60955,927,623,327,191,8599
6103713,"Regular Season",2024-04-29,2024-05-01,"12:40 PM","Wed","seattle-mariners","atlanta-braves",327,62,17,895,1481,"Seattle Mariners","sea","SEA","Mariners",136,15,13,0.536,"L 1",3.7,3.4,0.4,0.3,0.7,"15-13",0,"3-4","1-2","2-1","9-6","9-7","6-6","2-1","4-4","10-11","5-2","10-9","5-4","7-3","12-8","15-13",14469,7231,1448,357,60955,927,623,327,191,8599
6103859,"Regular Season",2024-04-29,2024-05-03,"7:15 PM","Fri","st-louis-cardinals","chicago-white-sox",972,65,14,502,4759,"St. Louis Cardinals","sln","STL","Cardinals",138,13,15,0.464,"L 1",3.6,4.4,-0.8,0.1,-0.7,"11-17",2,"5-4","0-3","6-7","2-1","5-7","8-8","1-3","2-4","9-12","4-3","4-9","9-6","4-6","9-11","13-15",2365,1114,908,50,59215,397,331,243,50,17411
6103861,"Regular Season",2024-04-29,2024-05-04,"1:15 PM","Sat","st-louis-cardinals","chicago-white-sox",1036,85,18,1116,5098,"St. Louis Cardinals","sln","STL","Cardinals",138,13,15,0.464,"L 1",3.6,4.4,-0.8,0.1,-0.7,"11-17",2,"5-4","0-3","6-7","2-1","5-7","8-8","1-3","2-4","9-12","4-3","4-9","9-6","4-6","9-11","13-15",2365,1114,908,50,59215,397,331,243,50,17411
6103877,"Regular Season",2024-04-29,2024-05-05,"1:15 PM","Sun","st-louis-cardinals","chicago-white-sox",820,65,19,404,3475,"St. Louis Cardinals","sln","STL","Cardinals",138,13,15,0.464,"L 1",3.6,4.4,-0.8,0.1,-0.7,"11-17",2,"5-4","0-3","6-7","2-1","5-7","8-8","1-3","2-4","9-12","4-3","4-9","9-6","4-6","9-11","13-15",2365,1114,908,50,59215,397,331,243,50,17411
6104193,"Regular Season",2024-04-29,2024-04-30,"7:05 PM","Tue","texas-rangers","washington-nationals",605,264,15,116584,2056,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104197,"Regular Season",2024-04-29,2024-05-02,"1:35 PM","Thu","texas-rangers","washington-nationals",636,64,10,892,2331,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104209,"Regular Season",2024-04-29,2024-05-01,"7:05 PM","Wed","texas-rangers","washington-nationals",530,523,19,116584,2048,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104508,"Regular Season",2024-04-29,2024-05-05,"1:35 PM","Sun","washington-nationals","toronto-blue-jays",448,70,18,386,2126,"Washington Nationals","was","WSH","Nationals",120,13,14,0.481,"W 3",4.1,4.4,-0.4,-0.1,-0.5,"12-15",1,"4-2","2-4","4-5","3-3","4-8","9-6","1-1","3-4","9-9","4-5","4-8","9-6","6-4","11-9","13-14",34535,22741,8291,586,141280,1463,1080,1091,408,8230
6104511,"Regular Season",2024-04-29,2024-05-03,"6:45 PM","Fri","washington-nationals","toronto-blue-jays",492,70,16,376,2345,"Washington Nationals","was","WSH","Nationals",120,13,14,0.481,"W 3",4.1,4.4,-0.4,-0.1,-0.5,"12-15",1,"4-2","2-4","4-5","3-3","4-8","9-6","1-1","3-4","9-9","4-5","4-8","9-6","6-4","11-9","13-14",34535,22741,8291,586,141280,1463,1080,1091,408,8230
6104514,"Regular Season",2024-04-29,2024-05-04,"4:05 PM","Sat","washington-nationals","toronto-blue-jays",497,78,24,383,2326,"Washington Nationals","was","WSH","Nationals",120,13,14,0.481,"W 3",4.1,4.4,-0.4,-0.1,-0.5,"12-15",1,"4-2","2-4","4-5","3-3","4-8","9-6","1-1","3-4","9-9","4-5","4-8","9-6","6-4","11-9","13-14",34535,22741,8291,586,141280,1463,1080,1091,408,8230
6100079,"Regular Season",2024-04-29,2024-05-13,"6:40 PM","Mon","arizona-diamondbacks","cincinnati-reds",1128,75,20,289,6373,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,16,0.448,"W 1",5.3,4.3,1,-0.5,0.5,"17-12",-4,"0-3","4-5","7-4","2-4","7-6","6-10","1-3","3-4","8-8","5-8","3-9","10-7","4-6","9-11","13-16",9071,5974,611,368,59913,1104,738,292,199,8347
6100236,"Regular Season",2024-04-29,2024-05-07,"7:20 PM","Tue","atlanta-braves","boston-red-sox",675,108,24,2592,2136,"Atlanta Braves","atl","ATL","Braves",144,19,7,0.731,"W 1",5.7,3.9,1.8,-0.2,1.6,"17-9",2,"8-4","0-0","3-0","8-3","11-4","8-3","4-1","6-3","12-4","7-3","7-5","12-2","8-2","15-5","19-7",33230,17179,9470,735,88296,2054,1543,993,217,4823
6100238,"Regular Season",2024-04-29,2024-05-08,"7:20 PM","Wed","atlanta-braves","boston-red-sox",694,111,22,799,2298,"Atlanta Braves","atl","ATL","Braves",144,19,7,0.731,"W 1",5.7,3.9,1.8,-0.2,1.6,"17-9",2,"8-4","0-0","3-0","8-3","11-4","8-3","4-1","6-3","12-4","7-3","7-5","12-2","8-2","15-5","19-7",33230,17179,9470,735,88296,2054,1543,993,217,4823
6100242,"Regular Season",2024-04-29,2024-05-13,"7:20 PM","Mon","atlanta-braves","chicago-cubs",616,110,19,855,2057,"Atlanta Braves","atl","ATL","Braves",144,19,7,0.731,"W 1",5.7,3.9,1.8,-0.2,1.6,"17-9",2,"8-4","0-0","3-0","8-3","11-4","8-3","4-1","6-3","12-4","7-3","7-5","12-2","8-2","15-5","19-7",33230,17179,9470,735,88296,2054,1543,993,217,4823
6100404,"Regular Season",2024-04-29,2024-05-10,"7:05 PM","Fri","baltimore-orioles","arizona-diamondbacks",383,115,23,4024,1746,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701
6100407,"Regular Season",2024-04-29,2024-05-12,"1:35 PM","Sun","baltimore-orioles","arizona-diamondbacks",403,126,28,4024,1608,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701
6100408,"Regular Season",2024-04-29,2024-05-11,"4:05 PM","Sat","baltimore-orioles","arizona-diamondbacks",413,119,18,4024,2003,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701
6100410,"Regular Season",2024-04-29,2024-05-13,"6:35 PM","Mon","baltimore-orioles","toronto-blue-jays",436,97,19,4024,2122,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701
6100558,"Regular Season",2024-04-29,2024-05-12,"1:35 PM","Sun","boston-red-sox","washington-nationals",1053,136,24,941,3350,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404
6100559,"Regular Season",2024-04-29,2024-05-11,"4:10 PM","Sat","boston-red-sox","washington-nationals",1019,158,47,941,3170,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404
6100561,"Regular Season",2024-04-29,2024-05-10,"7:10 PM","Fri","boston-red-sox","washington-nationals",1057,134,29,962,3471,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404
6100565,"Regular Season",2024-04-29,2024-05-13,"7:10 PM","Mon","boston-red-sox","tampa-bay-rays",1194,95,18,962,4100,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404
6100722,"Regular Season",2024-04-29,2024-05-07,"6:40 PM","Tue","chicago-cubs","san-diego-padres",1428,64,6,6323,4273,"Chicago Cubs","chn","CHC","Cubs",112,17,11,0.607,"L 2",5.1,4.6,0.5,-0.3,0.2,"15-13",2,"2-2","0-0","8-4","7-5","10-3","7-8","1-2","4-5","15-8","2-3","6-6","11-5","6-4","12-8","17-11",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100724,"Regular Season",2024-04-29,2024-05-08,"1:20 PM","Wed","chicago-cubs","san-diego-padres",1366,142,7,117589,4128,"Chicago Cubs","chn","CHC","Cubs",112,17,11,0.607,"L 2",5.1,4.6,0.5,-0.3,0.2,"15-13",2,"2-2","0-0","8-4","7-5","10-3","7-8","1-2","4-5","15-8","2-3","6-6","11-5","6-4","12-8","17-11",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100879,"Regular Season",2024-04-29,2024-05-09,"6:40 PM","Thu","chicago-white-sox","cleveland-guardians",609,62,8,426,3367,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100880,"Regular Season",2024-04-29,2024-05-10,"6:40 PM","Fri","chicago-white-sox","cleveland-guardians",579,73,15,477,2915,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100882,"Regular Season",2024-04-29,2024-05-11,"6:10 PM","Sat","chicago-white-sox","cleveland-guardians",579,80,15,547,2856,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100885,"Regular Season",2024-04-29,2024-05-12,"1:10 PM","Sun","chicago-white-sox","cleveland-guardians",579,1286,12,117589,2815,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100886,"Regular Season",2024-04-29,2024-05-13,"6:40 PM","Mon","chicago-white-sox","washington-nationals",645,61,7,426,4030,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6101049,"Regular Season",2024-04-29,2024-05-07,"6:40 PM","Tue","cincinnati-reds","arizona-diamondbacks",405,114,14,5913,1736,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101056,"Regular Season",2024-04-29,2024-05-09,"1:10 PM","Thu","cincinnati-reds","arizona-diamondbacks",394,68,16,281,1762,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101078,"Regular Season",2024-04-29,2024-05-08,"6:40 PM","Wed","cincinnati-reds","arizona-diamondbacks",656,296,19,5913,3634,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101208,"Regular Season",2024-04-29,2024-05-07,"6:10 PM","Tue","cleveland-guardians","detroit-tigers",232,68,28,232,1228,"Cleveland Guardians","cle","CLE","Guardians",114,19,9,0.679,"L 1",5.1,3.5,1.6,0.4,2.1,"19-9",0,"6-4","4-1","8-2","1-2","8-4","11-5","4-1","3-4","13-8","6-1","11-7","8-2","7-3","13-7","19-9",8960,2132,5428,532,19083,848,410,704,589,2199
6101213,"Regular Season",2024-04-29,2024-05-08,"1:10 PM","Wed","cleveland-guardians","detroit-tigers",142,61,30,210,601,"Cleveland Guardians","cle","CLE","Guardians",114,19,9,0.679,"L 1",5.1,3.5,1.6,0.4,2.1,"19-9",0,"6-4","4-1","8-2","1-2","8-4","11-5","4-1","3-4","13-8","6-1","11-7","8-2","7-3","13-7","19-9",8960,2132,5428,532,19083,848,410,704,589,2199
6101350,"Regular Season",2024-04-29,2024-05-09,"1:10 PM","Thu","colorado-rockies","san-francisco-giants",456,25708,13,214749,2494,"Colorado Rockies","col","COL","Rockies",115,7,21,0.25,"L 2",3.8,6.3,-2.5,-0.2,-2.7,"8-20",-1,"0-3","0-3","4-7","3-8","5-10","2-11","1-1","2-5","6-14","1-7","1-8","6-13","3-7","5-15","7-21",33805,20800,5116,3969,79436,1381,1386,783,919,11916
6101352,"Regular Season",2024-04-29,2024-05-08,"6:40 PM","Wed","colorado-rockies","san-francisco-giants",519,53,14,380,3133,"Colorado Rockies","col","COL","Rockies",115,7,21,0.25,"L 2",3.8,6.3,-2.5,-0.2,-2.7,"8-20",-1,"0-3","0-3","4-7","3-8","5-10","2-11","1-1","2-5","6-14","1-7","1-8","6-13","3-7","5-15","7-21",33805,20800,5116,3969,79436,1381,1386,783,919,11916
6101353,"Regular Season",2024-04-29,2024-05-10,"6:40 PM","Fri","colorado-rockies","texas-rangers",1305,84,21,472,7322,"Colorado Rockies","col","COL","Rockies",115,7,21,0.25,"L 2",3.8,6.3,-2.5,-0.2,-2.7,"8-20",-1,"0-3","0-3","4-7","3-8","5-10","2-11","1-1","2-5","6-14","1-7","1-8","6-13","3-7","5-15","7-21",33805,20800,5116,3969,79436,1381,1386,783,919,11916
6101354,"Regular Season",2024-04-29,2024-05-12,"1:10 PM","Sun","colorado-rockies","texas-rangers",1341,84,19,457,7061,"Colorado Rockies","col","COL","Rockies",115,7,21,0.25,"L 2",3.8,6.3,-2.5,-0.2,-2.7,"8-20",-1,"0-3","0-3","4-7","3-8","5-10","2-11","1-1","2-5","6-14","1-7","1-8","6-13","3-7","5-15","7-21",33805,20800,5116,3969,79436,1381,1386,783,919,11916
6101355,"Regular Season",2024-04-29,2024-05-11,"6:10 PM","Sat","colorado-rockies","texas-rangers",1998,88,26,478,11526,"Colorado Rockies","col","COL","Rockies",115,7,21,0.25,"L 2",3.8,6.3,-2.5,-0.2,-2.7,"8-20",-1,"0-3","0-3","4-7","3-8","5-10","2-11","1-1","2-5","6-14","1-7","1-8","6-13","3-7","5-15","7-21",33805,20800,5116,3969,79436,1381,1386,783,919,11916
