"date","attendance","schedule_team","stadium_capacity","percent_capacity"
2024-09-08,41302,"st-louis-cardinals",44383,0.930581528963792
2024-09-10,30350,"st-louis-cardinals",44383,0.683820381677669
2024-09-11,30179,"st-louis-cardinals",44383,0.679967555144988
2024-09-12,32528,"st-louis-cardinals",44383,0.732893224883401
2024-09-16,30138,"st-louis-cardinals",44383,0.679043778023117
2024-09-17,30562,"st-louis-cardinals",44383,0.688596985332222
2024-09-18,30061,"st-louis-cardinals",44383,0.677308879525945
2024-09-19,32194,"st-louis-cardinals",44383,0.72536782101255
2024-09-20,33967,"st-louis-cardinals",44383,0.765315548746141
2024-09-21,41317,"st-louis-cardinals",44383,0.930919496203501
2024-09-22,39100,"st-louis-cardinals",44383,0.880967938174526
2024-03-28,44030,"cincinnati-reds",43500,1.01218390804598
2024-03-30,39674,"cincinnati-reds",43500,0.912045977011494
2024-03-31,13590,"cincinnati-reds",43500,0.312413793103448
2024-04-05,16620,"cincinnati-reds",43500,0.382068965517241
2024-04-06,28307,"cincinnati-reds",43500,0.650735632183908
2024-04-07,26656,"cincinnati-reds",43500,0.612781609195402
2024-04-08,10382,"cincinnati-reds",43500,0.238666666666667
2024-04-09,12623,"cincinnati-reds",43500,0.290183908045977
2024-04-10,10388,"cincinnati-reds",43500,0.238804597701149
2024-04-19,22539,"cincinnati-reds",43500,0.518137931034483
2024-04-20,27343,"cincinnati-reds",43500,0.628574712643678
2024-04-21,25935,"cincinnati-reds",43500,0.596206896551724
2024-04-22,11263,"cincinnati-reds",43500,0.258919540229885
2024-04-23,13653,"cincinnati-reds",43500,0.313862068965517
2024-04-24,14515,"cincinnati-reds",43500,0.33367816091954
2024-04-25,17557,"cincinnati-reds",43500,0.403609195402299
2024-05-03,25861,"cincinnati-reds",43500,0.594505747126437
2024-05-04,33202,"cincinnati-reds",43500,0.763264367816092
2024-05-05,31514,"cincinnati-reds",43500,0.724459770114943
2024-05-07,14485,"cincinnati-reds",43500,0.332988505747126
2024-05-08,15660,"cincinnati-reds",43500,0.36
2024-05-09,18214,"cincinnati-reds",43500,0.418712643678161
2024-05-21,18996,"cincinnati-reds",43500,0.436689655172414
2024-05-22,14255,"cincinnati-reds",43500,0.327701149425287
2024-05-23,16479,"cincinnati-reds",43500,0.378827586206897
2024-05-24,40074,"cincinnati-reds",43500,0.921241379310345
2024-05-25,41880,"cincinnati-reds",43500,0.962758620689655
2024-05-26,35619,"cincinnati-reds",43500,0.818827586206897
2024-05-27,24797,"cincinnati-reds",43500,0.570045977011494
2024-05-28,19471,"cincinnati-reds",43500,0.447609195402299
2024-05-29,18713,"cincinnati-reds",43500,0.430183908045977
2024-06-06,25601,"cincinnati-reds",43500,0.588528735632184
2024-06-07,37501,"cincinnati-reds",43500,0.862091954022989
2024-06-08,40274,"cincinnati-reds",43500,0.92583908045977
2024-06-09,32737,"cincinnati-reds",43500,0.752574712643678
2024-06-11,34103,"cincinnati-reds",43500,0.783977011494253
2024-06-12,42427,"cincinnati-reds",43500,0.975333333333333
2024-06-21,37146,"cincinnati-reds",43500,0.853931034482759
2024-06-22,31803,"cincinnati-reds",43500,0.731103448275862
2024-06-23,29199,"cincinnati-reds",43500,0.671241379310345
2024-06-24,20077,"cincinnati-reds",43500,0.461540229885057
2024-06-25,25562,"cincinnati-reds",43500,0.587632183908046
2024-06-26,22450,"cincinnati-reds",43500,0.516091954022988
2024-07-05,40663,"cincinnati-reds",43500,0.934781609195402
2024-07-06,31464,"cincinnati-reds",43500,0.723310344827586
2024-07-07,25451,"cincinnati-reds",43500,0.585080459770115
2024-07-08,15873,"cincinnati-reds",43500,0.364896551724138
2024-07-09,17542,"cincinnati-reds",43500,0.403264367816092
2024-07-10,16836,"cincinnati-reds",43500,0.387034482758621
2024-07-11,20766,"cincinnati-reds",43500,0.477379310344828
2024-07-12,31326,"cincinnati-reds",43500,0.720137931034483
2024-07-13,26219,"cincinnati-reds",43500,0.602735632183908
2024-07-14,28514,"cincinnati-reds",43500,0.655494252873563
2024-07-29,21837,"cincinnati-reds",43500,0.502
2024-07-30,25678,"cincinnati-reds",43500,0.590298850574713
2024-07-31,20733,"cincinnati-reds",43500,0.476620689655172
2024-08-02,28075,"cincinnati-reds",43500,0.645402298850575
2024-08-03,32602,"cincinnati-reds",43500,0.749471264367816
2024-08-04,27692,"cincinnati-reds",43500,0.636597701149425
2024-08-12,21682,"cincinnati-reds",43500,0.498436781609195
2024-08-13,19107,"cincinnati-reds",43500,0.439241379310345
2024-08-14,15967,"cincinnati-reds",43500,0.367057471264368
2024-08-16,32500,"cincinnati-reds",43500,0.747126436781609
2024-08-17,35430,"cincinnati-reds",43500,0.81448275862069
2024-08-18,30388,"cincinnati-reds",43500,0.698574712643678
2024-08-27,15786,"cincinnati-reds",43500,0.362896551724138
2024-08-28,12065,"cincinnati-reds",43500,0.27735632183908
2024-08-29,36098,"cincinnati-reds",43500,0.82983908045977
2024-08-30,22488,"cincinnati-reds",43500,0.516965517241379
2024-08-31,27881,"cincinnati-reds",43500,0.640942528735632
2024-09-01,26457,"cincinnati-reds",43500,0.608206896551724
2024-09-02,24606,"cincinnati-reds",43500,0.565655172413793
2024-09-04,17865,"cincinnati-reds",43500,0.410689655172414
2024-09-05,16126,"cincinnati-reds",43500,0.370712643678161
2024-09-17,20955,"cincinnati-reds",43500,0.481724137931034
2024-09-18,18959,"cincinnati-reds",43500,0.43583908045977
2024-09-19,20071,"cincinnati-reds",43500,0.461402298850575
2024-09-20,40541,"cincinnati-reds",43500,0.931977011494253
2024-09-21,25574,"cincinnati-reds",43500,0.587908045977012
2024-09-22,34750,"cincinnati-reds",43500,0.798850574712644
2024-04-05,38400,"pittsburgh-pirates",42445,0.904700200259159
2024-04-06,24089,"pittsburgh-pirates",42445,0.567534456355283
2024-04-07,20652,"pittsburgh-pirates",42445,0.486559076451879
2024-04-08,9957,"pittsburgh-pirates",42445,0.234585934739074
2024-04-09,10058,"pittsburgh-pirates",42445,0.236965484744964
2024-04-19,17959,"pittsburgh-pirates",42445,0.423112262928496
2024-04-20,26025,"pittsburgh-pirates",42445,0.613146424785016
2024-04-21,18814,"pittsburgh-pirates",42445,0.443255978324891
2024-04-22,8461,"pittsburgh-pirates",42445,0.199340322770644
2024-04-23,9107,"pittsburgh-pirates",42445,0.214560018847921
2024-04-24,10370,"pittsburgh-pirates",42445,0.24431617387207
2024-04-25,11570,"pittsburgh-pirates",42445,0.272588055130168
2024-05-03,20646,"pittsburgh-pirates",42445,0.486417717045588
2024-05-04,24149,"pittsburgh-pirates",42445,0.568948050418188
2024-05-05,12912,"pittsburgh-pirates",42445,0.304205442337142
2024-05-06,9506,"pittsburgh-pirates",42445,0.223960419366239
2024-05-07,10844,"pittsburgh-pirates",42445,0.255483566969019
2024-05-08,15213,"pittsburgh-pirates",42445,0.358416774649546
2024-05-10,16454,"pittsburgh-pirates",42445,0.38765461185063
2024-05-11,34924,"pittsburgh-pirates",42445,0.822805984214866
2024-05-12,18554,"pittsburgh-pirates",42445,0.437130404052303
2024-05-21,12652,"pittsburgh-pirates",42445,0.298079868064554
2024-05-22,13830,"pittsburgh-pirates",42445,0.325833431499588
2024-05-23,23162,"pittsburgh-pirates",42445,0.545694428083402
2024-05-24,35822,"pittsburgh-pirates",42445,0.843962775356343
2024-05-25,31459,"pittsburgh-pirates",42445,0.741170927082106
2024-05-26,27416,"pittsburgh-pirates",42445,0.645918247143362
2024-06-04,24168,"pittsburgh-pirates",42445,0.569395688538108
2024-06-05,29716,"pittsburgh-pirates",42445,0.700106019554718
2024-06-06,22752,"pittsburgh-pirates",42445,0.536034868653552
2024-06-07,19552,"pittsburgh-pirates",42445,0.460643185298622
2024-06-08,29700,"pittsburgh-pirates",42445,0.699729061137943
2024-06-09,24463,"pittsburgh-pirates",42445,0.576345859347391
2024-06-17,19951,"pittsburgh-pirates",42445,0.47004358581694
2024-06-18,16880,"pittsburgh-pirates",42445,0.397691129697255
2024-06-19,21527,"pittsburgh-pirates",42445,0.507173989869243
2024-06-21,26600,"pittsburgh-pirates",42445,0.626693367887855
2024-06-22,33040,"pittsburgh-pirates",42445,0.778419130639651
2024-06-23,29026,"pittsburgh-pirates",42445,0.683849687831311
2024-07-02,17701,"pittsburgh-pirates",42445,0.417033808458004
2024-07-03,20237,"pittsburgh-pirates",42445,0.476781717516786
2024-07-04,20990,"pittsburgh-pirates",42445,0.494522323006243
2024-07-05,37037,"pittsburgh-pirates",42445,0.872588055130168
2024-07-06,36009,"pittsburgh-pirates",42445,0.848368476852397
2024-07-07,23147,"pittsburgh-pirates",42445,0.545341029567676
2024-07-08,16158,"pittsburgh-pirates",42445,0.380680881140299
2024-07-19,39530,"pittsburgh-pirates",42445,0.931322888443869
2024-07-20,39114,"pittsburgh-pirates",42445,0.921521969607728
2024-07-21,38291,"pittsburgh-pirates",42445,0.902132171044882
2024-07-22,18970,"pittsburgh-pirates",42445,0.446931322888444
2024-07-23,32422,"pittsburgh-pirates",42445,0.76385911179173
2024-07-24,20091,"pittsburgh-pirates",42445,0.473341971963718
2024-08-02,22834,"pittsburgh-pirates",42445,0.537966780539522
2024-08-03,35515,"pittsburgh-pirates",42445,0.83672988573448
2024-08-04,32624,"pittsburgh-pirates",42445,0.76861821180351
2024-08-06,17814,"pittsburgh-pirates",42445,0.419696077276475
2024-08-07,21528,"pittsburgh-pirates",42445,0.507197549770291
2024-08-08,19952,"pittsburgh-pirates",42445,0.470067145717988
2024-08-16,27058,"pittsburgh-pirates",42445,0.637483802568029
2024-08-17,23326,"pittsburgh-pirates",42445,0.549558251855342
2024-08-18,24903,"pittsburgh-pirates",42445,0.586712215808694
2024-08-22,16635,"pittsburgh-pirates",42445,0.391918953940393
2024-08-23,19941,"pittsburgh-pirates",42445,0.469807986806455
2024-08-24,38137,"pittsburgh-pirates",42445,0.898503946283426
2024-08-25,18653,"pittsburgh-pirates",42445,0.439462834256096
2024-08-26,11936,"pittsburgh-pirates",42445,0.281210978913889
2024-08-27,13619,"pittsburgh-pirates",42445,0.320862292378372
2024-08-28,12660,"pittsburgh-pirates",42445,0.298268347272941
2024-09-05,10155,"pittsburgh-pirates",42445,0.23925079514666
2024-09-07,18937,"pittsburgh-pirates",42445,0.446153846153846
2024-09-08,12369,"pittsburgh-pirates",42445,0.291412416067853
2024-09-09,10311,"pittsburgh-pirates",42445,0.242926139710213
2024-09-10,10391,"pittsburgh-pirates",42445,0.244810931794086
2024-09-11,10252,"pittsburgh-pirates",42445,0.241536105548357
2024-09-13,24748,"pittsburgh-pirates",42445,0.583060431146189
2024-09-14,15439,"pittsburgh-pirates",42445,0.363741312286488
2024-09-15,20078,"pittsburgh-pirates",42445,0.473035693250088
2024-09-24,14020,"pittsburgh-pirates",42445,0.330309812698787
2024-09-25,15965,"pittsburgh-pirates",42445,0.376133820237955
2024-09-26,16797,"pittsburgh-pirates",42445,0.395735657910237
2024-03-21,15928,"los-angeles-dodgers",56000,0.284428571428571
2024-03-28,52667,"los-angeles-dodgers",56000,0.940482142857143
2024-03-29,47524,"los-angeles-dodgers",56000,0.848642857142857
2024-03-30,45019,"los-angeles-dodgers",56000,0.803910714285714
2024-03-31,41014,"los-angeles-dodgers",56000,0.732392857142857
2024-04-01,49044,"los-angeles-dodgers",56000,0.875785714285714
2024-04-02,49365,"los-angeles-dodgers",56000,0.881517857142857
2024-04-03,52746,"los-angeles-dodgers",56000,0.941892857142857
2024-04-12,49606,"los-angeles-dodgers",56000,0.885821428571429
2024-04-13,44582,"los-angeles-dodgers",56000,0.796107142857143
2024-04-14,49432,"los-angeles-dodgers",56000,0.882714285714286
2024-04-15,42677,"los-angeles-dodgers",56000,0.762089285714286
2024-04-16,52718,"los-angeles-dodgers",56000,0.941392857142857
2024-04-17,44428,"los-angeles-dodgers",56000,0.793357142857143
2024-04-19,44783,"los-angeles-dodgers",56000,0.799696428571429
2024-04-20,45373,"los-angeles-dodgers",56000,0.810232142857143
2024-04-21,49287,"los-angeles-dodgers",56000,0.880125
2024-05-03,50859,"los-angeles-dodgers",56000,0.908196428571429
2024-05-04,44474,"los-angeles-dodgers",56000,0.794178571428571
2024-05-05,52733,"los-angeles-dodgers",56000,0.941660714285714
2024-05-06,44970,"los-angeles-dodgers",56000,0.803035714285714
2024-05-07,51496,"los-angeles-dodgers",56000,0.919571428571429
2024-05-08,40702,"los-angeles-dodgers",56000,0.726821428571429
2024-05-16,53527,"los-angeles-dodgers",56000,0.955839285714286
2024-05-17,46832,"los-angeles-dodgers",56000,0.836285714285714
2024-05-18,49239,"los-angeles-dodgers",56000,0.879267857142857
2024-05-19,52656,"los-angeles-dodgers",56000,0.940285714285714
2024-05-20,37634,"los-angeles-dodgers",56000,0.672035714285714
2024-05-21,46180,"los-angeles-dodgers",56000,0.824642857142857
2024-05-22,46593,"los-angeles-dodgers",56000,0.832017857142857
2024-05-31,47542,"los-angeles-dodgers",56000,0.848964285714286
2024-06-01,50182,"los-angeles-dodgers",56000,0.896107142857143
2024-06-02,48251,"los-angeles-dodgers",56000,0.861625
2024-06-11,51416,"los-angeles-dodgers",56000,0.918142857142857
2024-06-12,48930,"los-angeles-dodgers",56000,0.87375
2024-06-13,50134,"los-angeles-dodgers",56000,0.89525
2024-06-14,49580,"los-angeles-dodgers",56000,0.885357142857143
2024-06-15,50423,"los-angeles-dodgers",56000,0.900410714285714
2024-06-16,52789,"los-angeles-dodgers",56000,0.942660714285714
2024-06-21,51841,"los-angeles-dodgers",56000,0.925732142857143
2024-06-22,53273,"los-angeles-dodgers",56000,0.951303571428571
2024-07-02,52931,"los-angeles-dodgers",56000,0.945196428571429
2024-07-03,47965,"los-angeles-dodgers",56000,0.856517857142857
2024-07-04,52320,"los-angeles-dodgers",56000,0.934285714285714
2024-07-05,49885,"los-angeles-dodgers",56000,0.890803571428571
2024-07-06,50086,"los-angeles-dodgers",56000,0.894392857142857
2024-07-07,43528,"los-angeles-dodgers",56000,0.777285714285714
2024-07-19,51562,"los-angeles-dodgers",56000,0.92075
2024-07-20,48129,"los-angeles-dodgers",56000,0.859446428571429
2024-07-21,50824,"los-angeles-dodgers",56000,0.907571428571429
2024-07-22,49576,"los-angeles-dodgers",56000,0.885285714285714
2024-07-23,52627,"los-angeles-dodgers",56000,0.939767857142857
2024-07-24,54070,"los-angeles-dodgers",56000,0.965535714285714
2024-07-25,52291,"los-angeles-dodgers",56000,0.933767857142857
2024-08-05,48178,"los-angeles-dodgers",56000,0.860321428571429
2024-08-06,47150,"los-angeles-dodgers",56000,0.841964285714286
2024-08-07,45003,"los-angeles-dodgers",56000,0.803625
2024-08-09,48664,"los-angeles-dodgers",56000,0.869
2024-08-10,50697,"los-angeles-dodgers",56000,0.905303571428571
2024-08-11,50389,"los-angeles-dodgers",56000,0.899803571428571
2024-08-19,51348,"los-angeles-dodgers",56000,0.916928571428571
2024-08-20,48395,"los-angeles-dodgers",56000,0.864196428571429
2024-08-21,45295,"los-angeles-dodgers",56000,0.808839285714286
2024-08-23,45556,"los-angeles-dodgers",56000,0.8135
2024-08-24,48488,"los-angeles-dodgers",56000,0.865857142857143
2024-08-25,52464,"los-angeles-dodgers",56000,0.936857142857143
2024-08-27,52382,"los-angeles-dodgers",56000,0.935392857142857
2024-08-28,53290,"los-angeles-dodgers",56000,0.951607142857143
2024-08-29,53203,"los-angeles-dodgers",56000,0.950053571428571
2024-09-06,45318,"los-angeles-dodgers",56000,0.80925
2024-09-07,48690,"los-angeles-dodgers",56000,0.869464285714286
2024-09-08,44207,"los-angeles-dodgers",56000,0.789410714285714
2024-09-09,50495,"los-angeles-dodgers",56000,0.901696428571429
2024-09-10,51923,"los-angeles-dodgers",56000,0.927196428571429
2024-09-11,48691,"los-angeles-dodgers",56000,0.869482142857143
2024-09-20,49073,"los-angeles-dodgers",56000,0.876303571428571
2024-09-21,52267,"los-angeles-dodgers",56000,0.933339285714286
2024-09-22,50730,"los-angeles-dodgers",56000,0.905892857142857
2024-09-24,50369,"los-angeles-dodgers",56000,0.899446428571429
2024-09-25,52310,"los-angeles-dodgers",56000,0.934107142857143
2024-09-26,52433,"los-angeles-dodgers",56000,0.936303571428571
2024-03-20,15952,"san-diego-padres",39860,0.400200702458605
2024-03-28,44953,"san-diego-padres",39860,1.12777220270948
2024-03-29,45427,"san-diego-padres",39860,1.13966382338184
2024-03-30,37104,"san-diego-padres",39860,0.930858003010537
2024-03-31,34499,"san-diego-padres",39860,0.865504264927245
2024-04-01,37566,"san-diego-padres",39860,0.942448569994982
2024-04-02,43076,"san-diego-padres",39860,1.08068238835926
2024-04-03,38835,"san-diego-padres",39860,0.974284997491219
2024-04-08,33864,"san-diego-padres",39860,0.849573507275464
2024-04-09,35171,"san-diego-padres",39860,0.882363271450075
2024-04-10,39048,"san-diego-padres",39860,0.979628700451581
2024-04-19,44890,"san-diego-padres",39860,1.12619167084797
2024-04-20,43273,"san-diego-padres",39860,1.08562468640241
2024-04-21,44527,"san-diego-padres",39860,1.11708479678876
2024-04-26,40763,"san-diego-padres",39860,1.02265429001505
2024-04-27,43018,"san-diego-padres",39860,1.07922729553437
2024-04-28,42037,"san-diego-padres",39860,1.05461615654792
2024-04-29,39158,"san-diego-padres",39860,0.982388359257401
2024-04-30,36769,"san-diego-padres",39860,0.922453587556448
2024-05-01,32993,"san-diego-padres",39860,0.827722027094832
2024-05-10,43388,"san-diego-padres",39860,1.08850978424486
2024-05-11,46701,"san-diego-padres",39860,1.1716256899147
2024-05-12,43881,"san-diego-padres",39860,1.1008780732564
2024-05-13,34458,"san-diego-padres",39860,0.864475664826894
2024-05-14,40134,"san-diego-padres",39860,1.00687405920723
2024-05-15,33951,"san-diego-padres",39860,0.851756146512795
2024-05-24,43505,"san-diego-padres",39860,1.09144505770196
2024-05-25,44845,"san-diego-padres",39860,1.12506271951831
2024-05-26,45731,"san-diego-padres",39860,1.14729051680883
2024-05-27,38745,"san-diego-padres",39860,0.972027094831912
2024-05-28,41032,"san-diego-padres",39860,1.02940291018565
2024-05-29,32227,"san-diego-padres",39860,0.808504766683392
2024-06-06,39963,"san-diego-padres",39860,1.00258404415454
2024-06-07,40341,"san-diego-padres",39860,1.01206723532363
2024-06-08,42636,"san-diego-padres",39860,1.06964375313598
2024-06-09,41979,"san-diego-padres",39860,1.05316106372303
2024-06-10,38822,"san-diego-padres",39860,0.973958855995986
2024-06-11,41945,"san-diego-padres",39860,1.05230807827396
2024-06-12,35688,"san-diego-padres",39860,0.895333667837431
2024-06-20,42644,"san-diego-padres",39860,1.06984445559458
2024-06-21,41282,"san-diego-padres",39860,1.03567486201706
2024-06-22,39658,"san-diego-padres",39860,0.994932262920221
2024-06-23,42048,"san-diego-padres",39860,1.0548921224285
2024-06-24,39164,"san-diego-padres",39860,0.982538886101355
2024-06-25,40825,"san-diego-padres",39860,1.02420973406924
2024-06-26,37397,"san-diego-padres",39860,0.938208730556949
2024-07-05,47171,"san-diego-padres",39860,1.18341695935775
2024-07-06,44761,"san-diego-padres",39860,1.12295534370296
2024-07-07,41112,"san-diego-padres",39860,1.0314099347717
2024-07-09,43123,"san-diego-padres",39860,1.08186151530356
2024-07-10,39611,"san-diego-padres",39860,0.993753135975916
2024-07-12,44390,"san-diego-padres",39860,1.11364776718515
2024-07-13,43097,"san-diego-padres",39860,1.0812092323131
2024-07-14,42132,"san-diego-padres",39860,1.05699949824385
2024-07-30,47559,"san-diego-padres",39860,1.1931510286001
2024-07-31,46997,"san-diego-padres",39860,1.17905168088309
2024-08-02,44393,"san-diego-padres",39860,1.11372303060712
2024-08-03,44029,"san-diego-padres",39860,1.10459106874059
2024-08-04,41828,"san-diego-padres",39860,1.04937280481686
2024-08-12,45393,"san-diego-padres",39860,1.13881083793276
2024-08-13,42949,"san-diego-padres",39860,1.0774962368289
2024-08-14,39770,"san-diego-padres",39860,0.997742097340692
2024-08-19,40220,"san-diego-padres",39860,1.00903161063723
2024-08-20,39143,"san-diego-padres",39860,0.982012042147516
2024-08-21,36589,"san-diego-padres",39860,0.917937782237832
2024-08-22,41673,"san-diego-padres",39860,1.04548419468138
2024-08-23,40556,"san-diego-padres",39860,1.01746111389865
2024-08-24,42284,"san-diego-padres",39860,1.06081284495735
2024-08-25,41870,"san-diego-padres",39860,1.05042649272454
2024-09-02,44957,"san-diego-padres",39860,1.12787255393879
2024-09-04,41669,"san-diego-padres",39860,1.04538384345208
2024-09-05,40221,"san-diego-padres",39860,1.00905669844456
2024-09-06,42595,"san-diego-padres",39860,1.06861515303562
2024-09-07,43318,"san-diego-padres",39860,1.08675363773206
2024-09-08,42996,"san-diego-padres",39860,1.07867536377321
2024-09-16,44443,"san-diego-padres",39860,1.11497742097341
2024-09-17,44553,"san-diego-padres",39860,1.11773707977923
2024-09-18,42883,"san-diego-padres",39860,1.07584044154541
2024-09-20,45790,"san-diego-padres",39860,1.14877069744104
2024-09-21,45360,"san-diego-padres",39860,1.13798294029102
2024-09-22,45197,"san-diego-padres",39860,1.13389362769694
2024-03-28,49011,"arizona-diamondbacks",48405,1.0125193678339
2024-03-29,29480,"arizona-diamondbacks",48405,0.609027992975932
2024-03-30,32133,"arizona-diamondbacks",48405,0.6638363805392
2024-03-31,21824,"arizona-diamondbacks",48405,0.450862514203078
2024-04-01,38608,"arizona-diamondbacks",48405,0.797603553351926
2024-04-02,39863,"arizona-diamondbacks",48405,0.823530627001343
2024-04-03,35038,"arizona-diamondbacks",48405,0.72385084185518
2024-04-12,29247,"arizona-diamondbacks",48405,0.604214440656957
2024-04-13,33640,"arizona-diamondbacks",48405,0.694969527941328
2024-04-14,26460,"arizona-diamondbacks",48405,0.546637744034707
2024-04-15,24468,"arizona-diamondbacks",48405,0.505484970560892
2024-04-16,26426,"arizona-diamondbacks",48405,0.545935337258548
2024-04-17,26567,"arizona-diamondbacks",48405,0.548848259477327
2024-04-29,36985,"arizona-diamondbacks",48405,0.764073959301725
2024-04-30,28667,"arizona-diamondbacks",48405,0.592232207416589
2024-05-01,34088,"arizona-diamondbacks",48405,0.704224770168371
2024-05-03,31976,"arizona-diamondbacks",48405,0.66059291395517
2024-05-04,39661,"arizona-diamondbacks",48405,0.819357504390042
2024-05-05,30968,"arizona-diamondbacks",48405,0.639768618944324
2024-05-13,18017,"arizona-diamondbacks",48405,0.372213614296044
2024-05-14,20068,"arizona-diamondbacks",48405,0.414585270116723
2024-05-15,16826,"arizona-diamondbacks",48405,0.347608718107633
2024-05-17,25122,"arizona-diamondbacks",48405,0.518995971490549
2024-05-18,35826,"arizona-diamondbacks",48405,0.740130151843818
2024-05-19,26991,"arizona-diamondbacks",48405,0.557607685156492
2024-05-24,22642,"arizona-diamondbacks",48405,0.467761594876562
2024-05-25,31966,"arizona-diamondbacks",48405,0.660386323726888
2024-05-26,25723,"arizona-diamondbacks",48405,0.531412044210309
2024-06-03,21551,"arizona-diamondbacks",48405,0.445222600970974
2024-06-04,23548,"arizona-diamondbacks",48405,0.48647866955893
2024-06-05,24178,"arizona-diamondbacks",48405,0.499493853940709
2024-06-11,20972,"arizona-diamondbacks",48405,0.433261026753435
2024-06-12,19691,"arizona-diamondbacks",48405,0.406796818510484
2024-06-13,18185,"arizona-diamondbacks",48405,0.375684330131185
2024-06-14,23700,"arizona-diamondbacks",48405,0.489618841028819
2024-06-15,38494,"arizona-diamondbacks",48405,0.795248424749509
2024-06-16,37694,"arizona-diamondbacks",48405,0.778721206486933
2024-06-25,21485,"arizona-diamondbacks",48405,0.443859105464312
2024-06-26,16396,"arizona-diamondbacks",48405,0.338725338291499
2024-06-27,22671,"arizona-diamondbacks",48405,0.468360706538581
2024-06-28,25846,"arizona-diamondbacks",48405,0.53395310401818
2024-06-29,39843,"arizona-diamondbacks",48405,0.823117446544778
2024-06-30,26413,"arizona-diamondbacks",48405,0.545666769961781
2024-07-08,20594,"arizona-diamondbacks",48405,0.425451916124367
2024-07-09,21652,"arizona-diamondbacks",48405,0.447309162276624
2024-07-10,18020,"arizona-diamondbacks",48405,0.372275591364528
2024-07-11,27101,"arizona-diamondbacks",48405,0.559880177667596
2024-07-12,24441,"arizona-diamondbacks",48405,0.50492717694453
2024-07-13,40121,"arizona-diamondbacks",48405,0.828860654891024
2024-07-14,24732,"arizona-diamondbacks",48405,0.510938952587543
2024-07-26,31255,"arizona-diamondbacks",48405,0.645697758496023
2024-07-27,35905,"arizona-diamondbacks",48405,0.741762214647247
2024-07-28,27162,"arizona-diamondbacks",48405,0.561140378060118
2024-07-29,18790,"arizona-diamondbacks",48405,0.388183038942258
2024-07-30,19758,"arizona-diamondbacks",48405,0.408180973039975
2024-07-31,18294,"arizona-diamondbacks",48405,0.377936163619461
2024-08-08,25239,"arizona-diamondbacks",48405,0.52141307716145
2024-08-09,37952,"arizona-diamondbacks",48405,0.784051234376614
2024-08-10,46183,"arizona-diamondbacks",48405,0.954095651275695
2024-08-11,29071,"arizona-diamondbacks",48405,0.60057845263919
2024-08-12,15525,"arizona-diamondbacks",48405,0.320731329408119
2024-08-13,19731,"arizona-diamondbacks",48405,0.407623179423613
2024-08-14,16464,"arizona-diamondbacks",48405,0.340130151843818
2024-08-27,22575,"arizona-diamondbacks",48405,0.466377440347072
2024-08-28,27059,"arizona-diamondbacks",48405,0.559012498708811
2024-08-29,18425,"arizona-diamondbacks",48405,0.380642495609958
2024-08-30,46606,"arizona-diamondbacks",48405,0.962834417932032
2024-08-31,50041,"arizona-diamondbacks",48405,1.03379816134697
2024-09-01,46278,"arizona-diamondbacks",48405,0.956058258444376
2024-09-02,43747,"arizona-diamondbacks",48405,0.90377027166615
2024-09-10,25499,"arizona-diamondbacks",48405,0.526784423096788
2024-09-11,20473,"arizona-diamondbacks",48405,0.422952174362153
2024-09-13,31033,"arizona-diamondbacks",48405,0.641111455428158
2024-09-14,44886,"arizona-diamondbacks",48405,0.927300898667493
2024-09-15,33708,"arizona-diamondbacks",48405,0.696374341493647
2024-09-23,23359,"arizona-diamondbacks",48405,0.482574114244396
2024-09-24,22355,"arizona-diamondbacks",48405,0.461832455324863
2024-09-25,23767,"arizona-diamondbacks",48405,0.49100299555831
2024-09-27,43310,"arizona-diamondbacks",48405,0.894742278690218
2024-09-28,42915,"arizona-diamondbacks",48405,0.886581964673071
2024-09-29,38892,"arizona-diamondbacks",48405,0.803470715835141
2024-04-05,40645,"san-francisco-giants",41265,0.98497516054768
2024-04-06,40114,"san-francisco-giants",41265,0.972107112565128
2024-04-07,40149,"san-francisco-giants",41265,0.972955288985823
2024-04-08,25582,"san-francisco-giants",41265,0.619944262692354
2024-04-09,24380,"san-francisco-giants",41265,0.590815461044469
2024-04-10,25558,"san-francisco-giants",41265,0.619362656003877
2024-04-18,26896,"san-francisco-giants",41265,0.651787228886466
2024-04-19,33921,"san-francisco-giants",41265,0.822028353326063
2024-04-20,31063,"san-francisco-giants",41265,0.75276869017327
2024-04-21,35922,"san-francisco-giants",41265,0.870519810977826
2024-04-22,24138,"san-francisco-giants",41265,0.58495092693566
2024-04-23,25453,"san-francisco-giants",41265,0.616818126741791
2024-04-24,30183,"san-francisco-giants",41265,0.731443111595783
2024-04-26,37110,"san-francisco-giants",41265,0.899309342057434
2024-04-27,34841,"san-francisco-giants",41265,0.844323276384345
2024-04-28,36380,"san-francisco-giants",41265,0.881618805282927
2024-05-10,32867,"san-francisco-giants",41265,0.796486126257119
2024-05-11,37321,"san-francisco-giants",41265,0.904422634193627
2024-05-12,36210,"san-francisco-giants",41265,0.877499091239549
2024-05-13,35033,"san-francisco-giants",41265,0.84897612989216
2024-05-14,33575,"san-francisco-giants",41265,0.813643523567188
2024-05-15,36027,"san-francisco-giants",41265,0.873064340239913
2024-05-17,32025,"san-francisco-giants",41265,0.776081424936387
2024-05-18,31098,"san-francisco-giants",41265,0.753616866593966
