"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count"
6100050,"Regular Season","2024-04-12",2024-04-12,"6:40 PM","Fri","arizona-diamondbacks","st-louis-cardinals",268,77,37,218,992
6100056,"Regular Season","2024-04-12",2024-04-13,"5:10 PM","Sat","arizona-diamondbacks","st-louis-cardinals",1344,107,42,676,6429
6100061,"Regular Season","2024-04-12",2024-04-14,"1:10 PM","Sun","arizona-diamondbacks","st-louis-cardinals",1543,101,37,564,7258
6100062,"Regular Season","2024-04-12",2024-04-15,"6:40 PM","Mon","arizona-diamondbacks","chicago-cubs",1563,97,33,788,8600
6100069,"Regular Season","2024-04-12",2024-04-16,"6:40 PM","Tue","arizona-diamondbacks","chicago-cubs",460,85,30,676,2349
6100070,"Regular Season","2024-04-12",2024-04-17,"12:40 PM","Wed","arizona-diamondbacks","chicago-cubs",421,83,26,802,2445
6100377,"Regular Season","2024-04-12",2024-04-12,"7:05 PM","Fri","baltimore-orioles","milwaukee-brewers",197,81,23,213,682
6100380,"Regular Season","2024-04-12",2024-04-13,"4:05 PM","Sat","baltimore-orioles","milwaukee-brewers",702,125,29,585,3692
6100383,"Regular Season","2024-04-12",2024-04-15,"6:35 PM","Mon","baltimore-orioles","minnesota-twins",672,91,14,3955,3326
6100385,"Regular Season","2024-04-12",2024-04-16,"6:35 PM","Tue","baltimore-orioles","minnesota-twins",601,98,13,3955,2995
6100386,"Regular Season","2024-04-12",2024-04-14,"1:35 PM","Sun","baltimore-orioles","milwaukee-brewers",504,120,24,571,2029
6100388,"Regular Season","2024-04-12",2024-04-17,"1:05 PM","Wed","baltimore-orioles","minnesota-twins",701,78,11,318,3436
6100532,"Regular Season","2024-04-12",2024-04-13,"4:10 PM","Sat","boston-red-sox","los-angeles-angels",855,144,43,1142,2736
6100535,"Regular Season","2024-04-12",2024-04-15,"11:10 AM","Mon","boston-red-sox","cleveland-guardians",790,307,65,115579,2300
6100536,"Regular Season","2024-04-12",2024-04-16,"7:10 PM","Tue","boston-red-sox","cleveland-guardians",1312,80,16,734,4110
6100540,"Regular Season","2024-04-12",2024-04-14,"1:35 PM","Sun","boston-red-sox","los-angeles-angels",978,147,43,1016,2771
6100542,"Regular Season","2024-04-12",2024-04-17,"7:10 PM","Wed","boston-red-sox","cleveland-guardians",1165,77,15,547,3617
6100544,"Regular Season","2024-04-12",2024-04-18,"1:35 PM","Thu","boston-red-sox","cleveland-guardians",1026,103,18,908,3138
6100550,"Regular Season","2024-04-12",2024-04-12,"7:10 PM","Fri","boston-red-sox","los-angeles-angels",510,80,27,509,1320
6100700,"Regular Season","2024-04-12",2024-04-18,"6:40 PM","Thu","chicago-cubs","miami-marlins",1412,48,7,803,3959
6100727,"Regular Season","2024-04-12",2024-04-19,"1:20 PM","Fri","chicago-cubs","miami-marlins",1675,278,8,117589,5096
6100856,"Regular Season","2024-04-12",2024-04-12,"6:40 PM","Fri","chicago-white-sox","cincinnati-reds",271,54,16,396,1009
6100861,"Regular Season","2024-04-12",2024-04-15,"6:40 PM","Mon","chicago-white-sox","kansas-city-royals",496,51,9,329,2171
6100862,"Regular Season","2024-04-12",2024-04-14,"1:10 PM","Sun","chicago-white-sox","cincinnati-reds",387,671,14,115579,1612
6100865,"Regular Season","2024-04-12",2024-04-17,"1:10 PM","Wed","chicago-white-sox","kansas-city-royals",530,50,7,335,2435
6100867,"Regular Season","2024-04-12",2024-04-16,"6:40 PM","Tue","chicago-white-sox","kansas-city-royals",500,51,9,329,2258
6100892,"Regular Season","2024-04-12",2024-04-13,"1:10 PM","Sat","chicago-white-sox","cincinnati-reds",342,84,22,494,1577
6101028,"Regular Season","2024-04-12",2024-04-19,"6:40 PM","Fri","cincinnati-reds","los-angeles-angels",628,74,16,596,3028
6101173,"Regular Season","2024-04-12",2024-04-13,"12:10 PM","Sat","cleveland-guardians","new-york-yankees",409,68,16,251,1450
6101180,"Regular Season","2024-04-12",2024-04-13,"6:10 PM","Sat","cleveland-guardians","new-york-yankees",432,627,36,115579,1807
6101181,"Regular Season","2024-04-12",2024-04-14,"1:40 PM","Sun","cleveland-guardians","new-york-yankees",479,97,39,349,2256
6101424,"Regular Season","2024-04-12",2024-04-12,"6:40 PM","Fri","detroit-tigers","minnesota-twins",363,40,8,206,1149
6101425,"Regular Season","2024-04-12",2024-04-13,"1:10 PM","Sat","detroit-tigers","minnesota-twins",526,100,30,303,1782
6101429,"Regular Season","2024-04-12",2024-04-15,"6:40 PM","Mon","detroit-tigers","texas-rangers",558,70,12,292,2032
6101431,"Regular Season","2024-04-12",2024-04-14,"1:40 PM","Sun","detroit-tigers","minnesota-twins",556,95,18,264,2085
6101433,"Regular Season","2024-04-12",2024-04-16,"1:10 PM","Tue","detroit-tigers","texas-rangers",691,56,7,206,2597
6101435,"Regular Season","2024-04-12",2024-04-17,"1:10 PM","Wed","detroit-tigers","texas-rangers",664,240,7,117589,2670
6101461,"Regular Season","2024-04-12",2024-04-18,"1:10 PM","Thu","detroit-tigers","texas-rangers",627,65,8,1291,2519
6101590,"Regular Season","2024-04-12",2024-04-13,"3:05 PM","Sat","houston-astros","texas-rangers",748,142,36,585,2578
6101592,"Regular Season","2024-04-12",2024-04-14,"1:10 PM","Sun","houston-astros","texas-rangers",777,146,39,724,2788
6101594,"Regular Season","2024-04-12",2024-04-15,"7:10 PM","Mon","houston-astros","atlanta-braves",837,126,22,520,3379
6101597,"Regular Season","2024-04-12",2024-04-16,"7:10 PM","Tue","houston-astros","atlanta-braves",878,130,28,1333,3362
6101599,"Regular Season","2024-04-12",2024-04-17,"1:10 PM","Wed","houston-astros","atlanta-braves",867,138,22,647,3474
6101613,"Regular Season","2024-04-12",2024-04-12,"7:10 PM","Fri","houston-astros","texas-rangers",517,118,30,480,1639
6102078,"Regular Season","2024-04-12",2024-04-13,"6:10 PM","Sat","los-angeles-dodgers","san-diego-padres",1118,212,57,10711,4277
6102079,"Regular Season","2024-04-12",2024-04-12,"7:10 PM","Fri","los-angeles-dodgers","san-diego-padres",735,181,39,2362,2627
6102081,"Regular Season","2024-04-12",2024-04-14,"4:10 PM","Sun","los-angeles-dodgers","san-diego-padres",1150,280,43,115579,4319
6102083,"Regular Season","2024-04-12",2024-04-15,"7:10 PM","Mon","los-angeles-dodgers","washington-nationals",1628,157,27,2414,7476
6102084,"Regular Season","2024-04-12",2024-04-17,"12:10 PM","Wed","los-angeles-dodgers","washington-nationals",1433,138,21,2385,5777
6102087,"Regular Season","2024-04-12",2024-04-16,"7:10 PM","Tue","los-angeles-dodgers","washington-nationals",430,290,83,2344,1146
6102236,"Regular Season","2024-04-12",2024-04-13,"4:10 PM","Sat","miami-marlins","atlanta-braves",586,53,12,1265,2425
6102237,"Regular Season","2024-04-12",2024-04-12,"7:10 PM","Fri","miami-marlins","atlanta-braves",466,43,11,369,1784
6102241,"Regular Season","2024-04-12",2024-04-14,"1:40 PM","Sun","miami-marlins","atlanta-braves",497,65,13,1265,2044
6102243,"Regular Season","2024-04-12",2024-04-15,"6:40 PM","Mon","miami-marlins","san-francisco-giants",414,39,10,671,1761
6102244,"Regular Season","2024-04-12",2024-04-16,"6:40 PM","Tue","miami-marlins","san-francisco-giants",423,40,9,500,1951
6102245,"Regular Season","2024-04-12",2024-04-17,"12:10 PM","Wed","miami-marlins","san-francisco-giants",419,43,10,700,1953
6102395,"Regular Season","2024-04-12",2024-04-15,"6:40 PM","Mon","milwaukee-brewers","san-diego-padres",741,83,11,179,4355
6102396,"Regular Season","2024-04-12",2024-04-16,"6:40 PM","Tue","milwaukee-brewers","san-diego-padres",736,85,9,183,4052
6102399,"Regular Season","2024-04-12",2024-04-17,"12:10 PM","Wed","milwaukee-brewers","san-diego-padres",665,91,11,201,3711
6102719,"Regular Season","2024-04-12",2024-04-12,"7:10 PM","Fri","new-york-mets","kansas-city-royals",1044,55,15,591,4911
6102721,"Regular Season","2024-04-12",2024-04-13,"1:40 PM","Sat","new-york-mets","kansas-city-royals",1409,88,22,591,6700
6102727,"Regular Season","2024-04-12",2024-04-14,"1:40 PM","Sun","new-york-mets","kansas-city-royals",1288,268,18,117590,5933
6102729,"Regular Season","2024-04-12",2024-04-15,"7:10 PM","Mon","new-york-mets","pittsburgh-pirates",1091,170,10,117590,5292
6102733,"Regular Season","2024-04-12",2024-04-17,"1:10 PM","Wed","new-york-mets","pittsburgh-pirates",867,62,7,1175,3618
6102751,"Regular Season","2024-04-12",2024-04-16,"7:10 PM","Tue","new-york-mets","pittsburgh-pirates",1147,60,10,721,5786
6102963,"Regular Season","2024-04-12",2024-04-12,"6:40 PM","Fri","oakland-athletics","washington-nationals",229,56,21,166,988
6102967,"Regular Season","2024-04-12",2024-04-16,"6:40 PM","Tue","oakland-athletics","st-louis-cardinals",968,88,20,452,6021
6102969,"Regular Season","2024-04-12",2024-04-15,"6:40 PM","Mon","oakland-athletics","st-louis-cardinals",966,85,22,673,6093
6102972,"Regular Season","2024-04-12",2024-04-17,"12:37 PM","Wed","oakland-athletics","st-louis-cardinals",869,94,17,648,5125
6102985,"Regular Season","2024-04-12",2024-04-13,"1:07 PM","Sat","oakland-athletics","washington-nationals",677,78,18,234,3654
6102991,"Regular Season","2024-04-12",2024-04-14,"1:07 PM","Sun","oakland-athletics","washington-nationals",925,90,32,673,5338
6103128,"Regular Season","2024-04-12",2024-04-14,"1:35 PM","Sun","philadelphia-phillies","pittsburgh-pirates",375,155,62,544,873
6103130,"Regular Season","2024-04-12",2024-04-15,"6:40 PM","Mon","philadelphia-phillies","colorado-rockies",972,91,24,733,3634
6103131,"Regular Season","2024-04-12",2024-04-13,"4:05 PM","Sat","philadelphia-phillies","pittsburgh-pirates",647,132,57,375,2362
6103132,"Regular Season","2024-04-12",2024-04-16,"6:40 PM","Tue","philadelphia-phillies","colorado-rockies",1042,89,25,315,3851
6103136,"Regular Season","2024-04-12",2024-04-17,"6:05 PM","Wed","philadelphia-phillies","colorado-rockies",958,88,24,375,3828
6103145,"Regular Season","2024-04-12",2024-04-12,"6:40 PM","Fri","philadelphia-phillies","pittsburgh-pirates",219,80,44,350,594
6103154,"Regular Season","2024-04-12",2024-04-19,"6:40 PM","Fri","philadelphia-phillies","chicago-white-sox",909,107,31,5855,3400
6103280,"Regular Season","2024-04-12",2024-04-19,"6:40 PM","Fri","pittsburgh-pirates","boston-red-sox",1102,100,33,682,6199
6103600,"Regular Season","2024-04-12",2024-04-18,"6:45 PM","Thu","san-francisco-giants","arizona-diamondbacks",1083,70,13,1175,4520
6103686,"Regular Season","2024-04-12",2024-04-12,"6:40 PM","Fri","seattle-mariners","chicago-cubs",346,73,24,1125,1454
6103689,"Regular Season","2024-04-12",2024-04-13,"6:40 PM","Sat","seattle-mariners","chicago-cubs",456,81,34,761,2092
6103690,"Regular Season","2024-04-12",2024-04-15,"6:42 PM","Mon","seattle-mariners","cincinnati-reds",383,77,22,783,1721
6103693,"Regular Season","2024-04-12",2024-04-14,"1:10 PM","Sun","seattle-mariners","chicago-cubs",460,81,35,767,2244
6103697,"Regular Season","2024-04-12",2024-04-17,"1:10 PM","Wed","seattle-mariners","cincinnati-reds",356,71,19,570,1648
6103700,"Regular Season","2024-04-12",2024-04-16,"6:40 PM","Tue","seattle-mariners","cincinnati-reds",346,65,18,789,1701
6104011,"Regular Season","2024-04-12",2024-04-12,"6:50 PM","Fri","tampa-bay-rays","san-francisco-giants",224,63,11,565,786
6104013,"Regular Season","2024-04-12",2024-04-14,"1:40 PM","Sun","tampa-bay-rays","san-francisco-giants",320,113,34,845,1132
6104015,"Regular Season","2024-04-12",2024-04-13,"4:10 PM","Sat","tampa-bay-rays","san-francisco-giants",226,83,22,677,823
6104017,"Regular Season","2024-04-12",2024-04-15,"6:50 PM","Mon","tampa-bay-rays","los-angeles-angels",308,75,16,453,1347
6104021,"Regular Season","2024-04-12",2024-04-16,"6:50 PM","Tue","tampa-bay-rays","los-angeles-angels",400,79,19,453,1789
6104024,"Regular Season","2024-04-12",2024-04-17,"6:50 PM","Wed","tampa-bay-rays","los-angeles-angels",385,76,15,461,1572
6104026,"Regular Season","2024-04-12",2024-04-18,"1:10 PM","Thu","tampa-bay-rays","los-angeles-angels",259,82,17,461,1002
6104328,"Regular Season","2024-04-12",2024-04-12,"7:07 PM","Fri","toronto-blue-jays","colorado-rockies",285,59,20,311,870
6104329,"Regular Season","2024-04-12",2024-04-13,"3:07 PM","Sat","toronto-blue-jays","colorado-rockies",388,70,13,330,1377
6104334,"Regular Season","2024-04-12",2024-04-14,"1:37 PM","Sun","toronto-blue-jays","colorado-rockies",526,62,14,324,2108
6104336,"Regular Season","2024-04-12",2024-04-15,"7:07 PM","Mon","toronto-blue-jays","new-york-yankees",999,105,16,1617,5642
6104337,"Regular Season","2024-04-12",2024-04-16,"7:07 PM","Tue","toronto-blue-jays","new-york-yankees",1160,102,11,1617,6417
6104355,"Regular Season","2024-04-12",2024-04-17,"3:07 PM","Wed","toronto-blue-jays","new-york-yankees",1126,312,16,117589,5965
6104497,"Regular Season","2024-04-12",2024-04-19,"6:45 PM","Fri","washington-nationals","houston-astros",680,105,18,881,4192
6100217,"Regular Season","2024-04-12",2024-04-19,"7:20 PM","Fri","atlanta-braves","texas-rangers",608,154,33,1760,1958
6100219,"Regular Season","2024-04-12",2024-04-20,"7:20 PM","Sat","atlanta-braves","texas-rangers",726,163,47,1291,2681
6100224,"Regular Season","2024-04-12",2024-04-23,"7:20 PM","Tue","atlanta-braves","miami-marlins",846,73,14,1175,3261
6100225,"Regular Season","2024-04-12",2024-04-21,"7:10 PM","Sun","atlanta-braves","texas-rangers",872,108,24,717,3040
6100227,"Regular Season","2024-04-12",2024-04-22,"7:20 PM","Mon","atlanta-braves","miami-marlins",865,77,13,1175,3277
6100229,"Regular Season","2024-04-12",2024-04-26,"7:20 PM","Fri","atlanta-braves","cleveland-guardians",744,130,22,1040,2672
6100230,"Regular Season","2024-04-12",2024-04-24,"7:20 PM","Wed","atlanta-braves","miami-marlins",909,79,16,1175,3996
6100389,"Regular Season","2024-04-12",2024-04-26,"7:05 PM","Fri","baltimore-orioles","oakland-athletics",975,84,19,4024,5462
6100545,"Regular Season","2024-04-12",2024-04-26,"7:10 PM","Fri","boston-red-sox","chicago-cubs",1146,146,24,1058,3703
6100702,"Regular Season","2024-04-12",2024-04-20,"1:20 PM","Sat","chicago-cubs","miami-marlins",1114,112,23,4451,3415
6100704,"Regular Season","2024-04-12",2024-04-21,"1:20 PM","Sun","chicago-cubs","miami-marlins",1466,78,12,2171,4271
6100708,"Regular Season","2024-04-12",2024-04-24,"6:40 PM","Wed","chicago-cubs","houston-astros",1601,58,7,1259,4849
6100710,"Regular Season","2024-04-12",2024-04-23,"6:40 PM","Tue","chicago-cubs","houston-astros",1596,55,8,1259,5017
6100711,"Regular Season","2024-04-12",2024-04-25,"1:20 PM","Thu","chicago-cubs","houston-astros",1341,58,8,1487,4017
6100868,"Regular Season","2024-04-12",2024-04-26,"6:40 PM","Fri","chicago-white-sox","tampa-bay-rays",740,71,12,464,4098
6101032,"Regular Season","2024-04-12",2024-04-22,"6:40 PM","Mon","cincinnati-reds","philadelphia-phillies",630,72,18,551,3522
6101035,"Regular Season","2024-04-12",2024-04-20,"6:40 PM","Sat","cincinnati-reds","los-angeles-angels",601,91,21,640,2554
6101038,"Regular Season","2024-04-12",2024-04-23,"6:40 PM","Tue","cincinnati-reds","philadelphia-phillies",648,75,12,551,3641
6101039,"Regular Season","2024-04-12",2024-04-21,"1:40 PM","Sun","cincinnati-reds","los-angeles-angels",444,73,20,489,1916
6101046,"Regular Season","2024-04-12",2024-04-25,"1:10 PM","Thu","cincinnati-reds","philadelphia-phillies",660,79,20,596,3924
6101052,"Regular Season","2024-04-12",2024-04-24,"6:40 PM","Wed","cincinnati-reds","philadelphia-phillies",459,64,18,294,2059
6101184,"Regular Season","2024-04-12",2024-04-19,"7:10 PM","Fri","cleveland-guardians","oakland-athletics",764,77,25,252,4464
6101189,"Regular Season","2024-04-12",2024-04-20,"6:10 PM","Sat","cleveland-guardians","oakland-athletics",522,74,29,234,2777
6101190,"Regular Season","2024-04-12",2024-04-21,"1:40 PM","Sun","cleveland-guardians","oakland-athletics",679,75,23,247,4084
6101192,"Regular Season","2024-04-12",2024-04-24,"6:10 PM","Wed","cleveland-guardians","boston-red-sox",779,80,27,268,4574
6101194,"Regular Season","2024-04-12",2024-04-23,"6:10 PM","Tue","cleveland-guardians","boston-red-sox",618,75,23,247,3545
6101197,"Regular Season","2024-04-12",2024-04-25,"1:10 PM","Thu","cleveland-guardians","boston-red-sox",751,75,30,213,4482
6101344,"Regular Season","2024-04-12",2024-04-20,"6:10 PM","Sat","colorado-rockies","seattle-mariners",757,15521,21,214749,3965
6101345,"Regular Season","2024-04-12",2024-04-21,"1:10 PM","Sun","colorado-rockies","seattle-mariners",730,64,19,380,3888
6101346,"Regular Season","2024-04-12",2024-04-23,"6:40 PM","Tue","colorado-rockies","san-diego-padres",527,57,13,380,2872
6101347,"Regular Season","2024-04-12",2024-04-22,"6:40 PM","Mon","colorado-rockies","san-diego-padres",527,56,13,380,2737
6101348,"Regular Season","2024-04-12",2024-04-24,"6:40 PM","Wed","colorado-rockies","san-diego-padres",542,58,13,578,2967
6101349,"Regular Season","2024-04-12",2024-04-25,"1:10 PM","Thu","colorado-rockies","san-diego-padres",473,57,12,380,2397
