"event_id","retrieve_date","date","time","day_of_week","home_team","away_team","popularity","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
17005785,2024-10-12,2024-10-14,"7:38 PM","Mon","new-york-yankees","alcs",0.943,"New York Yankees","nya","NYY","Yankees",147,94,68,0.58,"W 1",5,4.1,0.9,-0.1,0.8,"96-66",-2,"26-26","24-7","21-12","23-23","44-37","50-31","8-8","19-18","73-45","21-23","55-38","39-30","5-5","12-8","16-14",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114,55.38,53.02,1008,51,37.42,13.87,40,0.03,3.09,1.625,308.475416666667,1.64541666666667,19.92625,40.8198,2.425,8.01375,9.84666666666667,0.351666666666667
17005786,2024-10-12,2024-10-15,"7:38 PM","Tue","new-york-yankees","alcs",0.915,"New York Yankees","nya","NYY","Yankees",147,94,68,0.58,"W 1",5,4.1,0.9,-0.1,0.8,"96-66",-2,"26-26","24-7","21-12","23-23","44-37","50-31","8-8","19-18","73-45","21-23","55-38","39-30","5-5","12-8","16-14",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114,51.4,47.93,1015,36,25.2,11.88,5,0,3.11,1.29166666666667,231.425833333333,0.35,5.2725,40.8198,0.969583333333333,0.509583333333333,1.00333333333333,0.317083333333333
17005979,2024-10-12,2024-10-13,"5:15 PM","Sun","los-angeles-dodgers","new-york-mets",0.936,"Los Angeles Dodgers","lan","LAD","Dodgers",119,98,64,0.605,"W 5",5.2,4.2,1,0,1,"96-66",2,"19-12","18-15","31-21","30-16","52-29","46-35","9-7","21-17","62-47","36-17","51-41","47-23","8-2","13-7","20-10",39709,10063,5465,6587,53278,2133,1055,702,834,4801,76.14,75.29,1016,39,50.05,8.86,0,0,6.17,3.25,675.082916666667,32.20875,75.77125,34.0724,9.36166666666667,28.0666666666667,39.8908333333333,3.91375
