"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count"
6100062,"Regular Season","2024-04-15",2024-04-15,"6:40 PM","Mon","arizona-diamondbacks","chicago-cubs",220,83,27,1747,1365
6100069,"Regular Season","2024-04-15",2024-04-16,"6:40 PM","Tue","arizona-diamondbacks","chicago-cubs",378,76,27,431,2058
6100070,"Regular Season","2024-04-15",2024-04-17,"12:40 PM","Wed","arizona-diamondbacks","chicago-cubs",376,72,31,564,2154
6100217,"Regular Season","2024-04-15",2024-04-19,"7:20 PM","Fri","atlanta-braves","texas-rangers",453,154,39,1730,1337
6100219,"Regular Season","2024-04-15",2024-04-20,"7:20 PM","Sat","atlanta-braves","texas-rangers",604,166,41,1162,2102
6100225,"Regular Season","2024-04-15",2024-04-21,"7:10 PM","Sun","atlanta-braves","texas-rangers",819,97,22,717,2754
6100227,"Regular Season","2024-04-15",2024-04-22,"7:20 PM","Mon","atlanta-braves","miami-marlins",831,70,13,1175,3058
6100383,"Regular Season","2024-04-15",2024-04-15,"6:35 PM","Mon","baltimore-orioles","minnesota-twins",74,48,22,145,270
6100385,"Regular Season","2024-04-15",2024-04-16,"6:35 PM","Tue","baltimore-orioles","minnesota-twins",404,102,14,3955,1785
6100388,"Regular Season","2024-04-15",2024-04-17,"1:05 PM","Wed","baltimore-orioles","minnesota-twins",729,80,13,391,3600
6100536,"Regular Season","2024-04-15",2024-04-16,"7:10 PM","Tue","boston-red-sox","cleveland-guardians",854,75,24,481,2332
6100542,"Regular Season","2024-04-15",2024-04-17,"7:10 PM","Wed","boston-red-sox","cleveland-guardians",957,76,16,526,2781
6100544,"Regular Season","2024-04-15",2024-04-18,"1:35 PM","Thu","boston-red-sox","cleveland-guardians",900,111,16,893,2431
6100700,"Regular Season","2024-04-15",2024-04-18,"6:40 PM","Thu","chicago-cubs","miami-marlins",1519,50,7,789,4368
6100702,"Regular Season","2024-04-15",2024-04-20,"1:20 PM","Sat","chicago-cubs","miami-marlins",1050,110,26,1222,3270
6100704,"Regular Season","2024-04-15",2024-04-21,"1:20 PM","Sun","chicago-cubs","miami-marlins",1440,75,11,1222,4231
6100727,"Regular Season","2024-04-15",2024-04-19,"1:20 PM","Fri","chicago-cubs","miami-marlins",1689,62,7,1201,5067
6100861,"Regular Season","2024-04-15",2024-04-15,"6:40 PM","Mon","chicago-white-sox","kansas-city-royals",240,39,11,329,926
6100865,"Regular Season","2024-04-15",2024-04-17,"1:10 PM","Wed","chicago-white-sox","kansas-city-royals",528,37,6,329,2509
6100867,"Regular Season","2024-04-15",2024-04-16,"6:40 PM","Tue","chicago-white-sox","kansas-city-royals",500,35,6,329,2341
6101028,"Regular Season","2024-04-15",2024-04-19,"6:40 PM","Fri","cincinnati-reds","los-angeles-angels",615,76,17,586,3085
6101032,"Regular Season","2024-04-15",2024-04-22,"6:40 PM","Mon","cincinnati-reds","philadelphia-phillies",619,72,17,551,3464
6101035,"Regular Season","2024-04-15",2024-04-20,"6:40 PM","Sat","cincinnati-reds","los-angeles-angels",623,92,28,640,2880
6101039,"Regular Season","2024-04-15",2024-04-21,"1:40 PM","Sun","cincinnati-reds","los-angeles-angels",596,82,21,596,2901
6101184,"Regular Season","2024-04-15",2024-04-19,"7:10 PM","Fri","cleveland-guardians","oakland-athletics",802,83,27,253,4601
6101189,"Regular Season","2024-04-15",2024-04-20,"6:10 PM","Sat","cleveland-guardians","oakland-athletics",653,78,32,239,3492
6101190,"Regular Season","2024-04-15",2024-04-21,"1:40 PM","Sun","cleveland-guardians","oakland-athletics",731,80,25,252,4191
6101344,"Regular Season","2024-04-15",2024-04-20,"6:10 PM","Sat","colorado-rockies","seattle-mariners",1521,7773,20,214749,8375
6101345,"Regular Season","2024-04-15",2024-04-21,"1:10 PM","Sun","colorado-rockies","seattle-mariners",1129,78,15,472,5843
