"event_id","retrieve_date","date","time","day_of_week","home_team","away_team","popularity","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100486,2024-08-15,2024-08-15,"6:35 PM","Thu","baltimore-orioles","boston-red-sox",0.91,"Baltimore Orioles","bal","BAL","Orioles",110,71,50,0.587,"W 1",5,4.3,0.7,0,0.7,"69-52",2,"26-13","14-6","16-12","15-19","35-26","36-24","5-4","12-14","53-36","18-14","33-23","38-27","6-4","11-9","14-16",17773,5834,9509,18,40932,1421,727,1010,22,8701,85.93,87.78,1018,50,65.14,5.32,20,0,7.76,1.57142857142857,257.97,0.124285714285714,11.4057142857143,39.2852,1.82428571428571,4.58142857142857,5.54571428571429,0.721428571428571
6100488,2024-08-15,2024-08-16,"7:05 PM","Fri","baltimore-orioles","boston-red-sox",0.91,"Baltimore Orioles","bal","BAL","Orioles",110,71,50,0.587,"W 1",5,4.3,0.7,0,0.7,"69-52",2,"26-13","14-6","16-12","15-19","35-26","36-24","5-4","12-14","53-36","18-14","33-23","38-27","6-4","11-9","14-16",17773,5834,9509,18,40932,1421,727,1010,22,8701,86.83,85.98,1017,38,57.87,11.86,41,0,6.3,2.25,314.17625,0.624583333333333,15.0208333333333,39.2852,2.84041666666667,11.3091666666667,12.9616666666667,0.66
6100500,2024-08-15,2024-08-18,"1:35 PM","Sun","baltimore-orioles","boston-red-sox",0.883,"Baltimore Orioles","bal","BAL","Orioles",110,71,50,0.587,"W 1",5,4.3,0.7,0,0.7,"69-52",2,"26-13","14-6","16-12","15-19","35-26","36-24","5-4","12-14","53-36","18-14","33-23","38-27","6-4","11-9","14-16",17773,5834,9509,18,40932,1421,727,1010,22,8701,87.13,89.31,1006,49,65.21,8.57,9,1,7.69,1.45833333333333,288.169583333333,0.155,5.49375,39.2852,1.32208333333333,7.9825,8.97958333333333,0.294583333333333
6100505,2024-08-15,2024-08-17,"7:05 PM","Sat","baltimore-orioles","boston-red-sox",0.912,"Baltimore Orioles","bal","BAL","Orioles",110,71,50,0.587,"W 1",5,4.3,0.7,0,0.7,"69-52",2,"26-13","14-6","16-12","15-19","35-26","36-24","5-4","12-14","53-36","18-14","33-23","38-27","6-4","11-9","14-16",17773,5834,9509,18,40932,1421,727,1010,22,8701,86.09,89.22,1012,54,67.53,12.3,33,1,5.96,2.125,269.6725,0.0633333333333333,4.78,39.2852,1.9325,11.27375,11.8770833333333,0.353333333333333
6100804,2024-08-15,2024-08-16,"1:20 PM","Fri","chicago-cubs","toronto-blue-jays",0.945,"Chicago Cubs","chn","CHC","Cubs",112,59,63,0.484,"L 3",4.2,4.2,0,0.1,0.1,"61-61",-2,"8-12","17-26","13-12","21-13","32-27","27-36","6-3","17-25","50-48","9-15","31-34","28-29","5-5","10-10","16-14",53085,17968,12502,755,65489,2212,1595,1321,281,7821,79.65,79.65,1009,69,68.16,11.05,58,1,7.07,1.29166666666667,303.050416666667,0.631666666666667,11.51375,41.9472,2.75291666666667,4.76916666666667,5.45041666666667,0.6275
6100808,2024-08-15,2024-08-17,"1:20 PM","Sat","chicago-cubs","toronto-blue-jays",0.942,"Chicago Cubs","chn","CHC","Cubs",112,59,63,0.484,"L 3",4.2,4.2,0,0.1,0.1,"61-61",-2,"8-12","17-26","13-12","21-13","32-27","27-36","6-3","17-25","50-48","9-15","31-34","28-29","5-5","10-10","16-14",53085,17968,12502,755,65489,2212,1595,1321,281,7821,72.25,72.64,1009,74,63.66,12.28,95,0.99,6.06,1.41666666666667,235.73625,0.255416666666667,6.78833333333333,41.9472,1.37333333333333,2.47333333333333,2.78125,0.605
6100809,2024-08-15,2024-08-18,"1:20 PM","Sun","chicago-cubs","toronto-blue-jays",0.918,"Chicago Cubs","chn","CHC","Cubs",112,59,63,0.484,"L 3",4.2,4.2,0,0.1,0.1,"61-61",-2,"8-12","17-26","13-12","21-13","32-27","27-36","6-3","17-25","50-48","9-15","31-34","28-29","5-5","10-10","16-14",53085,17968,12502,755,65489,2212,1595,1321,281,7821,70.23,70.48,1013,75,62.06,15.82,97,1,6.3,2.08333333333333,357.290833333333,1.11791666666667,20.9254166666667,41.9472,2.94875,9.38666666666667,10.6304166666667,0.78
6101136,2024-08-15,2024-08-16,"6:40 PM","Fri","cincinnati-reds","kansas-city-royals",0.886,"Cincinnati Reds","cin","CIN","Reds",113,60,61,0.496,"W 4",4.5,4,0.5,0,0.4,"66-55",-6,"14-11","18-17","15-17","13-16","31-31","29-30","3-3","10-21","44-40","16-21","22-32","38-29","7-3","12-8","17-13",15293,10019,3750,64,80178,957,779,510,40,6511,88,92.97,1012,55,69.19,11.9,96,1,3.13,1.91666666666667,289.837916666667,0.169166666666667,7.41625,39.1072,4.34125,8.63208333333333,9.09708333333333,0.417083333333333
6101137,2024-08-15,2024-08-17,"6:40 PM","Sat","cincinnati-reds","kansas-city-royals",0.884,"Cincinnati Reds","cin","CIN","Reds",113,60,61,0.496,"W 4",4.5,4,0.5,0,0.4,"66-55",-6,"14-11","18-17","15-17","13-16","31-31","29-30","3-3","10-21","44-40","16-21","22-32","38-29","7-3","12-8","17-13",15293,10019,3750,64,80178,957,779,510,40,6511,90.07,91.83,1010,43,63.97,10.47,72,0.2,8.21,1.54166666666667,262.162083333333,0.200416666666667,3.52208333333333,39.1072,2.36791666666667,6.36125,6.64875,0.295416666666667
6101139,2024-08-15,2024-08-18,"1:40 PM","Sun","cincinnati-reds","kansas-city-royals",0.862,"Cincinnati Reds","cin","CIN","Reds",113,60,61,0.496,"W 4",4.5,4,0.5,0,0.4,"66-55",-6,"14-11","18-17","15-17","13-16","31-31","29-30","3-3","10-21","44-40","16-21","22-32","38-29","7-3","12-8","17-13",15293,10019,3750,64,80178,957,779,510,40,6511,77.02,77.67,1009,69,65.66,9.28,45,1,6.68,1.75,257.849583333333,0.114166666666667,2.76083333333333,39.1072,1.01958333333333,4.20333333333333,4.44625,0.486666666666667
