"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100079,"Regular Season",2024-05-09,2024-05-13,"6:40 PM","Mon","arizona-diamondbacks","cincinnati-reds",1399,78,26,369,7649,"Arizona Diamondbacks","ari","AZ","D-backs",109,17,20,0.459,"W 3",5,4.7,0.3,-0.4,0,"20-17",-3,"0-3","6-5","9-8","2-4","9-10","8-10","2-3","5-4","12-11","5-9","5-13","12-7","5-5","9-11","13-17",9071,5974,611,368,59913,1104,738,292,199,8347,86.65,83.16,1009,14,32.41,19.73,0,0,10,2.70588235294118,235.712352941176,0.451764705882353,8.44705882352941,33.4529,1.54352941176471,7.04,18.5576470588235,1.14352941176471
6100242,"Regular Season",2024-05-09,2024-05-13,"7:20 PM","Mon","atlanta-braves","chicago-cubs",584,93,21,565,1756,"Atlanta Braves","atl","ATL","Braves",144,22,12,0.647,"W 2",5.1,3.9,1.2,0,1.2,"21-13",1,"8-4","0-0","3-3","11-5","13-4","9-8","4-2","6-6","15-8","7-4","10-10","12-2","4-6","13-7","19-11",33230,17179,9470,735,88296,2054,1543,993,217,4823,60.69,60.93,1016,95,59.25,7.18,100,1,0.3,1.29411764705882,240.62,0.518235294117647,10.5141176470588,33.749,2.06176470588235,3.79823529411765,5.68470588235294,2.16
6100404,"Regular Season",2024-05-09,2024-05-10,"7:05 PM","Fri","baltimore-orioles","arizona-diamondbacks",284,79,26,453,1197,"Baltimore Orioles","bal","BAL","Orioles",110,24,12,0.667,"W 1",5.2,3.7,1.5,0.3,1.8,"23-13",1,"6-1","7-2","5-4","6-5","12-7","12-5","2-2","4-4","13-8","11-4","15-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,55.27,54.82,1005,92,52.66,10.89,100,1,0.88,1.75,252.288333333333,0.275,7.83583333333333,39.2852,1.6325,5.33916666666667,6.08208333333333,0.402916666666667
6100407,"Regular Season",2024-05-09,2024-05-12,"1:35 PM","Sun","baltimore-orioles","arizona-diamondbacks",310,96,27,843,1096,"Baltimore Orioles","bal","BAL","Orioles",110,24,12,0.667,"W 1",5.2,3.7,1.5,0.3,1.8,"23-13",1,"6-1","7-2","5-4","6-5","12-7","12-5","2-2","4-4","13-8","11-4","15-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,57.74,56.32,1012,66,45.95,12.91,74,1,4.96,1.70833333333333,234.484583333333,0.37,7.77916666666667,39.2852,1.86416666666667,1.86791666666667,2.38333333333333,0.275833333333333
6100408,"Regular Season",2024-05-09,2024-05-11,"4:05 PM","Sat","baltimore-orioles","arizona-diamondbacks",344,100,26,3955,1327,"Baltimore Orioles","bal","BAL","Orioles",110,24,12,0.667,"W 1",5.2,3.7,1.5,0.3,1.8,"23-13",1,"6-1","7-2","5-4","6-5","12-7","12-5","2-2","4-4","13-8","11-4","15-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,57.09,55.13,1010,56,41.31,8.7,98,1,4.29,1.33333333333333,261.883333333333,0.456666666666667,12.9108333333333,39.2852,2.63625,3.44166666666667,4.6325,0.446666666666667
6100410,"Regular Season",2024-05-09,2024-05-13,"6:35 PM","Mon","baltimore-orioles","toronto-blue-jays",317,75,14,3955,1159,"Baltimore Orioles","bal","BAL","Orioles",110,24,12,0.667,"W 1",5.2,3.7,1.5,0.3,1.8,"23-13",1,"6-1","7-2","5-4","6-5","12-7","12-5","2-2","4-4","13-8","11-4","15-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,75.42,74.35,1014,36,46.15,10.42,14,0,0.74,1.11764705882353,268.991764705882,1.65411764705882,10.4788235294118,39.2852,0.898823529411765,4.65823529411765,7.02529411764706,0.818235294117647
6100558,"Regular Season",2024-05-09,2024-05-12,"1:35 PM","Sun","boston-red-sox","washington-nationals",926,98,32,676,2534,"Boston Red Sox","bos","BOS","Red Sox",111,19,18,0.514,"L 2",4.4,3.5,0.9,0.3,1.2,"22-15",-3,"0-3","3-7","9-4","7-4","7-9","12-9","1-3","4-4","15-12","4-6","7-15","12-3","5-5","10-10","14-16",25856,16548,1620,647,58466,1230,1051,409,260,9404,48.49,45.18,1013,79,41.88,7.43,100,1,3.23,1.79166666666667,229.756666666667,0.357916666666667,8.06916666666667,42.3466,1.82541666666667,1.79083333333333,2.95083333333333,0.215
6100559,"Regular Season",2024-05-09,2024-05-11,"4:10 PM","Sat","boston-red-sox","washington-nationals",818,111,35,579,2269,"Boston Red Sox","bos","BOS","Red Sox",111,19,18,0.514,"L 2",4.4,3.5,0.9,0.3,1.2,"22-15",-3,"0-3","3-7","9-4","7-4","7-9","12-9","1-3","4-4","15-12","4-6","7-15","12-3","5-5","10-10","14-16",25856,16548,1620,647,58466,1230,1051,409,260,9404,50.95,48.81,1011,65,39.24,11.39,77,0.2,2.8,1.79166666666667,321.269166666667,1.55916666666667,26.68125,42.3466,2.6275,4.92875,6.87291666666667,0.57
6100561,"Regular Season",2024-05-09,2024-05-10,"7:10 PM","Fri","boston-red-sox","washington-nationals",768,89,31,716,2156,"Boston Red Sox","bos","BOS","Red Sox",111,19,18,0.514,"L 2",4.4,3.5,0.9,0.3,1.2,"22-15",-3,"0-3","3-7","9-4","7-4","7-9","12-9","1-3","4-4","15-12","4-6","7-15","12-3","5-5","10-10","14-16",25856,16548,1620,647,58466,1230,1051,409,260,9404,53.71,51.28,1010,53,36.95,12.06,98,0,5.56,1.375,242.690833333333,0.977083333333333,9.17916666666667,42.3466,2.29333333333333,1.59,2.21333333333333,0.3525
6100565,"Regular Season",2024-05-09,2024-05-13,"7:10 PM","Mon","boston-red-sox","tampa-bay-rays",923,67,16,873,2721,"Boston Red Sox","bos","BOS","Red Sox",111,19,18,0.514,"L 2",4.4,3.5,0.9,0.3,1.2,"22-15",-3,"0-3","3-7","9-4","7-4","7-9","12-9","1-3","4-4","15-12","4-6","7-15","12-3","5-5","10-10","14-16",25856,16548,1620,647,58466,1230,1051,409,260,9404,63.25,61.39,1014,45,41.41,10.83,6,1,1.05,1.23529411764706,292.752352941176,2.51235294117647,18.9711764705882,42.3466,2.39235294117647,4.15882352941177,5.86764705882353,0.437058823529412
6100879,"Regular Season",2024-05-09,2024-05-09,"6:40 PM","Thu","chicago-white-sox","cleveland-guardians",390,44,13,396,1741,"Chicago White Sox","cha","CWS","White Sox",145,9,28,0.243,"W 1",2.9,5.3,-2.4,0.3,-2.1,"9-28",0,"4-2","2-18","0-0","3-8","5-12","4-16","2-2","4-8","7-24","2-4","7-24","2-4","4-6","7-13","8-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821,57.31,56.5,1008,80,51.21,12.59,100,1,0.78,2,264.645714285714,1.41285714285714,7.19714285714286,41.8309,2.38857142857143,4.66428571428571,5.28714285714286,0.455714285714286
6100880,"Regular Season",2024-05-09,2024-05-10,"6:40 PM","Fri","chicago-white-sox","cleveland-guardians",513,72,18,2551,2228,"Chicago White Sox","cha","CWS","White Sox",145,9,28,0.243,"W 1",2.9,5.3,-2.4,0.3,-2.1,"9-28",0,"4-2","2-18","0-0","3-8","5-12","4-16","2-2","4-8","7-24","2-4","7-24","2-4","4-6","7-13","8-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821,60.37,58.41,1014,49,40.14,7.31,26,0.3,7.12,1.33333333333333,269.39375,1.78083333333333,16.2195833333333,41.8309,2.75041666666667,4.45833333333333,5.56416666666667,0.591666666666667
6100882,"Regular Season",2024-05-09,2024-05-11,"6:10 PM","Sat","chicago-white-sox","cleveland-guardians",493,85,26,519,2167,"Chicago White Sox","cha","CWS","White Sox",145,9,28,0.243,"W 1",2.9,5.3,-2.4,0.3,-2.1,"9-28",0,"4-2","2-18","0-0","3-8","5-12","4-16","2-2","4-8","7-24","2-4","7-24","2-4","4-6","7-13","8-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821,63.82,61.65,1010,37,35.87,12.59,0,0.36,6.73,1.58333333333333,238.449583333333,0.646666666666667,9.81208333333333,41.8309,1.8325,2.18541666666667,2.87708333333333,0.755416666666667
6100885,"Regular Season",2024-05-09,2024-05-12,"1:10 PM","Sun","chicago-white-sox","cleveland-guardians",543,70,17,551,2362,"Chicago White Sox","cha","CWS","White Sox",145,9,28,0.243,"W 1",2.9,5.3,-2.4,0.3,-2.1,"9-28",0,"4-2","2-18","0-0","3-8","5-12","4-16","2-2","4-8","7-24","2-4","7-24","2-4","4-6","7-13","8-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821,72.73,71.73,1011,43,48.79,12.24,30,1,6.84,1.95833333333333,355.899583333333,5.78625,29.5483333333333,41.8309,3.51916666666667,8.34833333333333,11.0395833333333,1.35208333333333
