"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count"
6100043,"Regular Season","2024-03-24",2024-03-31,"1:10 PM","Sun","arizona-diamondbacks","colorado-rockies",333,83,22,473,1263
6100044,"Regular Season","2024-03-24",2024-04-01,"6:40 PM","Mon","arizona-diamondbacks","new-york-yankees",480,169,50,1759,3096
6100051,"Regular Season","2024-03-24",2024-03-28,"7:10 PM","Thu","arizona-diamondbacks","colorado-rockies",362,127,45,696,2495
6100053,"Regular Season","2024-03-24",2024-03-29,"6:40 PM","Fri","arizona-diamondbacks","colorado-rockies",352,93,37,590,2092
6100058,"Regular Season","2024-03-24",2024-03-30,"5:10 PM","Sat","arizona-diamondbacks","colorado-rockies",404,99,44,591,2544
6100366,"Regular Season","2024-03-24",2024-03-30,"4:05 PM","Sat","baltimore-orioles","los-angeles-angels",528,105,40,377,2454
6100368,"Regular Season","2024-03-24",2024-03-28,"3:05 PM","Thu","baltimore-orioles","los-angeles-angels",368,409,108,34505,938
6100370,"Regular Season","2024-03-24",2024-03-31,"1:35 PM","Sun","baltimore-orioles","los-angeles-angels",895,92,26,4024,4623
6100372,"Regular Season","2024-03-24",2024-04-01,"6:35 PM","Mon","baltimore-orioles","kansas-city-royals",769,78,17,4024,4180
6100689,"Regular Season","2024-03-24",2024-04-01,"1:20 PM","Mon","chicago-cubs","colorado-rockies",816,195,63,1596,2577
6100851,"Regular Season","2024-03-24",2024-03-30,"1:10 PM","Sat","chicago-white-sox","detroit-tigers",634,80,25,564,3496
6100853,"Regular Season","2024-03-24",2024-03-28,"3:10 PM","Thu","chicago-white-sox","detroit-tigers",624,126,35,807,3174
6100854,"Regular Season","2024-03-24",2024-03-31,"1:10 PM","Sun","chicago-white-sox","detroit-tigers",606,64,15,515,2845
6101008,"Regular Season","2024-03-24",2024-04-01,"1:10 PM","Mon","chicago-white-sox","atlanta-braves",676,68,7,504,3772
6101011,"Regular Season","2024-03-24",2024-03-30,"4:10 PM","Sat","cincinnati-reds","washington-nationals",395,79,20,356,1609
6101014,"Regular Season","2024-03-24",2024-03-28,"4:10 PM","Thu","cincinnati-reds","washington-nationals",319,486,139,63893,1528
6101040,"Regular Season","2024-03-24",2024-03-31,"1:40 PM","Sun","cincinnati-reds","washington-nationals",418,65,16,357,1970
6101577,"Regular Season","2024-03-24",2024-03-30,"6:15 PM","Sat","houston-astros","new-york-yankees",837,237,60,1410,3205
6101581,"Regular Season","2024-03-24",2024-03-28,"3:10 PM","Thu","houston-astros","new-york-yankees",705,409,104,3485,2684
6101583,"Regular Season","2024-03-24",2024-03-29,"7:10 PM","Fri","houston-astros","new-york-yankees",687,258,66,1287,2699
6101585,"Regular Season","2024-03-24",2024-04-01,"7:10 PM","Mon","houston-astros","toronto-blue-jays",741,120,17,531,3234
6101604,"Regular Season","2024-03-24",2024-03-31,"1:10 PM","Sun","houston-astros","new-york-yankees",812,343,41,118004,3179
6101739,"Regular Season","2024-03-24",2024-03-30,"3:10 PM","Sat","kansas-city-royals","minnesota-twins",598,80,16,562,2922
6101741,"Regular Season","2024-03-24",2024-03-28,"3:10 PM","Thu","kansas-city-royals","minnesota-twins",155,241,50,1674,536
6101746,"Regular Season","2024-03-24",2024-03-31,"1:10 PM","Sun","kansas-city-royals","minnesota-twins",483,79,16,445,2176
6102064,"Regular Season","2024-03-24",2024-03-29,"7:10 PM","Fri","los-angeles-dodgers","st-louis-cardinals",1392,395,39,65004,5715
6102065,"Regular Season","2024-03-24",2024-03-31,"4:10 PM","Sun","los-angeles-dodgers","st-louis-cardinals",1327,163,34,2111,5711
6102069,"Regular Season","2024-03-24",2024-03-30,"6:10 PM","Sat","los-angeles-dodgers","st-louis-cardinals",1285,261,81,65004,5898
6102097,"Regular Season","2024-03-24",2024-03-28,"1:10 PM","Thu","los-angeles-dodgers","st-louis-cardinals",1606,510,98,63893,5674
6102222,"Regular Season","2024-03-24",2024-03-30,"4:10 PM","Sat","miami-marlins","pittsburgh-pirates",462,57,13,300,2088
6102225,"Regular Season","2024-03-24",2024-03-28,"4:10 PM","Thu","miami-marlins","pittsburgh-pirates",642,66,14,982,3970
6102227,"Regular Season","2024-03-24",2024-03-31,"1:40 PM","Sun","miami-marlins","pittsburgh-pirates",468,56,14,292,2136
6102229,"Regular Season","2024-03-24",2024-04-01,"6:40 PM","Mon","miami-marlins","los-angeles-angels",422,46,10,526,1962
6102247,"Regular Season","2024-03-24",2024-03-29,"7:10 PM","Fri","miami-marlins","pittsburgh-pirates",438,53,13,311,2044
6102708,"Regular Season","2024-03-24",2024-03-30,"1:40 PM","Sat","new-york-mets","milwaukee-brewers",990,97,21,649,4251
6102710,"Regular Season","2024-03-24",2024-03-28,"1:10 PM","Thu","new-york-mets","milwaukee-brewers",801,195,45,2457,3065
6102711,"Regular Season","2024-03-24",2024-03-31,"1:40 PM","Sun","new-york-mets","milwaukee-brewers",1148,71,17,1176,5589
6102713,"Regular Season","2024-03-24",2024-04-01,"7:10 PM","Mon","new-york-mets","detroit-tigers",865,65,15,883,4628
6102950,"Regular Season","2024-03-24",2024-03-29,"6:40 PM","Fri","oakland-athletics","cleveland-guardians",736,72,18,355,4023
6102955,"Regular Season","2024-03-24",2024-03-31,"1:07 PM","Sun","oakland-athletics","cleveland-guardians",775,80,28,431,4417
6102956,"Regular Season","2024-03-24",2024-03-28,"7:07 PM","Thu","oakland-athletics","cleveland-guardians",786,92,26,363,4038
6102958,"Regular Season","2024-03-24",2024-03-30,"1:07 PM","Sat","oakland-athletics","cleveland-guardians",778,83,25,384,4357
6102962,"Regular Season","2024-03-24",2024-04-01,"6:40 PM","Mon","oakland-athletics","boston-red-sox",725,87,18,515,4096
6103110,"Regular Season","2024-03-24",2024-03-28,"3:05 PM","Thu","philadelphia-phillies","atlanta-braves",392,351,155,11388,1203
6103114,"Regular Season","2024-03-24",2024-03-30,"4:05 PM","Sat","philadelphia-phillies","atlanta-braves",518,222,87,11704,1682
