"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100068,"Regular Season",2024-04-30,2024-04-30,"6:40 PM","Tue","arizona-diamondbacks","los-angeles-dodgers",310,100,39,1012,1384,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,17,0.433,"L 1",5.3,4.4,0.8,-0.5,0.3,"17-13",-4,"0-3","4-5","7-5","2-4","7-7","6-10","1-3","3-4","8-8","5-9","3-10","10-7","4-6","9-11","13-17",9071,5974,611,368,59913,1104,738,292,199,8347,83.57,80.83,1009,16,32.7,18.41,0,0,9.02,3.125,294.775,4.90875,14.4975,33.4529,4.25625,9.195,24.7,2.45625
6100072,"Regular Season",2024-04-30,2024-05-01,"6:40 PM","Wed","arizona-diamondbacks","los-angeles-dodgers",1303,303,39,115579,6264,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,17,0.433,"L 1",5.3,4.4,0.8,-0.5,0.3,"17-13",-4,"0-3","4-5","7-5","2-4","7-7","6-10","1-3","3-4","8-8","5-9","3-10","10-7","4-6","9-11","13-17",9071,5974,611,368,59913,1104,738,292,199,8347,84.2,81.27,1007,15,31.42,14.97,0,0,8.68,2.25,253.74625,1.94708333333333,11.6166666666667,33.4529,2.31416666666667,4.93958333333333,14.0295833333333,1.30875
6100074,"Regular Season",2024-04-30,2024-05-03,"6:40 PM","Fri","arizona-diamondbacks","san-diego-padres",1545,102,40,788,8125,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,17,0.433,"L 1",5.3,4.4,0.8,-0.5,0.3,"17-13",-4,"0-3","4-5","7-5","2-4","7-7","6-10","1-3","3-4","8-8","5-9","3-10","10-7","4-6","9-11","13-17",9071,5974,611,368,59913,1104,738,292,199,8347,82.9,80.31,1009,14,28.67,14.34,0,0,8.57,2.54166666666667,260.075,0.93625,12.5491666666667,33.4529,1.82166666666667,7.88916666666667,22.1054166666667,1.38416666666667
6100075,"Regular Season",2024-04-30,2024-05-04,"5:10 PM","Sat","arizona-diamondbacks","san-diego-padres",1279,294,39,115579,6684,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,17,0.433,"L 1",5.3,4.4,0.8,-0.5,0.3,"17-13",-4,"0-3","4-5","7-5","2-4","7-7","6-10","1-3","3-4","8-8","5-9","3-10","10-7","4-6","9-11","13-17",9071,5974,611,368,59913,1104,738,292,199,8347,82.49,80.02,1007,15,30.92,19.62,98,0,9,1.8125,294.879375,0.88625,18.81125,33.4529,1.408125,7.088125,19.323125,1.803125
6100397,"Regular Season",2024-04-30,2024-04-30,"6:35 PM","Tue","baltimore-orioles","new-york-yankees",178,126,21,3955,720,"Baltimore Orioles","bal","BAL","Orioles",110,18,10,0.643,"W 1",5.5,4.2,1.3,0.3,1.6,"17-11",1,"4-0","7-2","5-4","2-4","10-6","8-4","1-2","2-4","12-6","6-4","12-4","6-6","6-4","13-7","18-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,81.21,81.95,1010,50,60.82,11.16,79,0.36,8.31,3,259.52,0.42125,6.3375,39.2852,2.955,11.60875,16.59125,1.41875
6100399,"Regular Season",2024-04-30,2024-05-01,"6:35 PM","Wed","baltimore-orioles","new-york-yankees",241,99,27,485,1065,"Baltimore Orioles","bal","BAL","Orioles",110,18,10,0.643,"W 1",5.5,4.2,1.3,0.3,1.6,"17-11",1,"4-0","7-2","5-4","2-4","10-6","8-4","1-2","2-4","12-6","6-4","12-4","6-6","6-4","13-7","18-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,76.1,75.06,1013,35,46.35,10.58,1,1,6.27,1.45833333333333,276.346666666667,0.532083333333333,10.3216666666667,39.2852,1.2,6.16333333333333,8.10916666666667,0.730416666666667
6100403,"Regular Season",2024-04-30,2024-05-02,"1:05 PM","Thu","baltimore-orioles","new-york-yankees",219,131,25,3955,774,"Baltimore Orioles","bal","BAL","Orioles",110,18,10,0.643,"W 1",5.5,4.2,1.3,0.3,1.6,"17-11",1,"4-0","7-2","5-4","2-4","10-6","8-4","1-2","2-4","12-6","6-4","12-4","6-6","6-4","13-7","18-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,79.74,79.74,1014,38,51.93,11.14,19,0,8.32,2.58333333333333,379.404583333333,1.8525,20.1304166666667,39.2852,4.51083333333333,20.375,23.7954166666667,0.5075
6100549,"Regular Season",2024-04-30,2024-05-01,"7:10 PM","Wed","boston-red-sox","san-francisco-giants",930,309,14,115579,2550,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.7,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404,51.91,49.86,1015,65,40.1,7.85,99,0.72,4.84,1.54166666666667,299.15625,1.72625,20.63625,42.3466,4.13416666666667,2.19666666666667,3.06916666666667,0.682916666666667
6100552,"Regular Season",2024-04-30,2024-05-02,"1:35 PM","Thu","boston-red-sox","san-francisco-giants",997,72,20,574,3126,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.7,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404,56.23,54.99,1012,73,47.46,10.2,95,0.98,5.69,1.33333333333333,393.589583333333,4.06,38.9425,42.3466,6.38833333333333,6.18041666666667,8.555,1.00833333333333
6100580,"Regular Season",2024-04-30,2024-04-30,"7:10 PM","Tue","boston-red-sox","san-francisco-giants",715,59,16,574,2006,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.7,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404,52.57,51.15,1017,77,45.59,11.79,20,0.2,3.89,1.625,301.2425,1.45125,24.20375,42.3466,4.4925,1.7875,2.77875,1.0425
