"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count"
6100043,"Regular Season","2024-03-28",2024-03-31,"1:10 PM","Sun","arizona-diamondbacks","colorado-rockies",365,76,26,465,1331
6100044,"Regular Season","2024-03-28",2024-04-01,"6:40 PM","Mon","arizona-diamondbacks","new-york-yankees",1121,170,52,1729,4686
6100046,"Regular Season","2024-03-28",2024-04-02,"6:40 PM","Tue","arizona-diamondbacks","new-york-yankees",1034,162,69,1408,4702
6100048,"Regular Season","2024-03-28",2024-04-03,"12:40 PM","Wed","arizona-diamondbacks","new-york-yankees",1232,145,54,1174,5955
6100051,"Regular Season","2024-03-28",2024-03-28,"7:10 PM","Thu","arizona-diamondbacks","colorado-rockies",190,136,52,696,1101
6100053,"Regular Season","2024-03-28",2024-03-29,"6:40 PM","Fri","arizona-diamondbacks","colorado-rockies",319,84,37,545,1969
6100058,"Regular Season","2024-03-28",2024-03-30,"5:10 PM","Sat","arizona-diamondbacks","colorado-rockies",391,97,42,581,2605
6100366,"Regular Season","2024-03-28",2024-03-30,"4:05 PM","Sat","baltimore-orioles","los-angeles-angels",498,117,39,370,2386
6100368,"Regular Season","2024-03-28",2024-03-28,"3:05 PM","Thu","baltimore-orioles","los-angeles-angels",220,238,67,5755,531
6100370,"Regular Season","2024-03-28",2024-03-31,"1:35 PM","Sun","baltimore-orioles","los-angeles-angels",854,91,27,3955,4381
6100372,"Regular Season","2024-03-28",2024-04-01,"6:35 PM","Mon","baltimore-orioles","kansas-city-royals",777,76,18,3955,4120
6100374,"Regular Season","2024-03-28",2024-04-02,"6:35 PM","Tue","baltimore-orioles","kansas-city-royals",531,80,18,4024,2785
6100376,"Regular Season","2024-03-28",2024-04-03,"1:05 PM","Wed","baltimore-orioles","kansas-city-royals",602,74,10,4024,3137
6100686,"Regular Season","2024-03-28",2024-04-02,"6:40 PM","Tue","chicago-cubs","colorado-rockies",1468,50,7,1176,4086
6100688,"Regular Season","2024-03-28",2024-04-03,"6:40 PM","Wed","chicago-cubs","colorado-rockies",1548,48,8,1176,4503
6100689,"Regular Season","2024-03-28",2024-04-01,"1:20 PM","Mon","chicago-cubs","colorado-rockies",866,171,56,1569,2565
6100851,"Regular Season","2024-03-28",2024-03-30,"1:10 PM","Sat","chicago-white-sox","detroit-tigers",501,78,26,551,2584
6100853,"Regular Season","2024-03-28",2024-03-28,"3:10 PM","Thu","chicago-white-sox","detroit-tigers",273,347,39,111777,1274
6100854,"Regular Season","2024-03-28",2024-03-31,"1:10 PM","Sun","chicago-white-sox","detroit-tigers",649,62,11,510,2898
6101008,"Regular Season","2024-03-28",2024-04-01,"1:10 PM","Mon","chicago-white-sox","atlanta-braves",1755,84,11,467,10593
6101011,"Regular Season","2024-03-28",2024-03-30,"4:10 PM","Sat","cincinnati-reds","washington-nationals",339,78,18,465,1170
6101012,"Regular Season","2024-03-28",2024-04-02,"6:40 PM","Tue","chicago-white-sox","atlanta-braves",1763,85,7,474,10466
6101014,"Regular Season","2024-03-28",2024-03-28,"4:10 PM","Thu","cincinnati-reds","washington-nationals",140,210,110,495,532
6101040,"Regular Season","2024-03-28",2024-03-31,"1:40 PM","Sun","cincinnati-reds","washington-nationals",408,59,13,467,1767
6101042,"Regular Season","2024-03-28",2024-04-03,"1:10 PM","Wed","chicago-white-sox","atlanta-braves",1791,83,9,477,11065
6101577,"Regular Season","2024-03-28",2024-03-30,"6:15 PM","Sat","houston-astros","new-york-yankees",836,294,51,64449,2927
6101581,"Regular Season","2024-03-28",2024-03-28,"3:10 PM","Thu","houston-astros","new-york-yankees",397,620,91,64449,1339
6101583,"Regular Season","2024-03-28",2024-03-29,"7:10 PM","Fri","houston-astros","new-york-yankees",635,264,51,11604,2219
6101585,"Regular Season","2024-03-28",2024-04-01,"7:10 PM","Mon","houston-astros","toronto-blue-jays",796,115,17,587,3358
6101586,"Regular Season","2024-03-28",2024-04-03,"7:10 PM","Wed","houston-astros","toronto-blue-jays",690,110,19,597,2682
6101589,"Regular Season","2024-03-28",2024-04-02,"7:10 PM","Tue","houston-astros","toronto-blue-jays",688,125,17,889,2671
6101604,"Regular Season","2024-03-28",2024-03-31,"1:10 PM","Sun","houston-astros","new-york-yankees",859,176,35,1107,2985
6101739,"Regular Season","2024-03-28",2024-03-30,"3:10 PM","Sat","kansas-city-royals","minnesota-twins",602,86,27,581,2989
6101741,"Regular Season","2024-03-28",2024-03-28,"3:10 PM","Thu","kansas-city-royals","minnesota-twins",57,3762,85,63893,251
6101746,"Regular Season","2024-03-28",2024-03-31,"1:10 PM","Sun","kansas-city-royals","minnesota-twins",480,74,19,384,2090
6101748,"Regular Season","2024-03-28",2024-04-04,"6:40 PM","Thu","kansas-city-royals","chicago-white-sox",679,73,16,591,3333
6102064,"Regular Season","2024-03-28",2024-03-29,"7:10 PM","Fri","los-angeles-dodgers","st-louis-cardinals",1444,372,39,63893,5570
