"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count"
6100051,"Regular Season","2024-03-23",2024-03-28,"7:10 PM","Thu","arizona-diamondbacks","colorado-rockies",380,133,46,1174,2633
6100053,"Regular Season","2024-03-23",2024-03-29,"6:40 PM","Fri","arizona-diamondbacks","colorado-rockies",356,95,37,590,2217
6100058,"Regular Season","2024-03-23",2024-03-30,"5:10 PM","Sat","arizona-diamondbacks","colorado-rockies",419,105,45,591,2692
6100366,"Regular Season","2024-03-23",2024-03-30,"4:05 PM","Sat","baltimore-orioles","los-angeles-angels",567,103,34,377,2642
6100368,"Regular Season","2024-03-23",2024-03-28,"3:05 PM","Thu","baltimore-orioles","los-angeles-angels",360,387,108,5855,928
6100370,"Regular Season","2024-03-23",2024-03-31,"1:35 PM","Sun","baltimore-orioles","los-angeles-angels",901,92,24,4024,4652
6100851,"Regular Season","2024-03-23",2024-03-30,"1:10 PM","Sat","chicago-white-sox","detroit-tigers",793,83,24,564,4557
6100853,"Regular Season","2024-03-23",2024-03-28,"3:10 PM","Thu","chicago-white-sox","detroit-tigers",670,120,29,820,3586
6100854,"Regular Season","2024-03-23",2024-03-31,"1:10 PM","Sun","chicago-white-sox","detroit-tigers",947,71,15,515,5442
6101011,"Regular Season","2024-03-23",2024-03-30,"4:10 PM","Sat","cincinnati-reds","washington-nationals",413,79,24,356,1693
6101014,"Regular Season","2024-03-23",2024-03-28,"4:10 PM","Thu","cincinnati-reds","washington-nationals",338,290,142,741,1667
6101040,"Regular Season","2024-03-23",2024-03-31,"1:40 PM","Sun","cincinnati-reds","washington-nationals",429,76,16,5821,2051
6101577,"Regular Season","2024-03-23",2024-03-30,"6:15 PM","Sat","houston-astros","new-york-yankees",835,237,63,1434,3333
6101581,"Regular Season","2024-03-23",2024-03-28,"3:10 PM","Thu","houston-astros","new-york-yankees",747,428,93,3545,2954
6101583,"Regular Season","2024-03-23",2024-03-29,"7:10 PM","Fri","houston-astros","new-york-yankees",689,262,73,1302,2754
6101604,"Regular Season","2024-03-23",2024-03-31,"1:10 PM","Sun","houston-astros","new-york-yankees",836,204,41,1134,3495
6101739,"Regular Season","2024-03-23",2024-03-30,"3:10 PM","Sat","kansas-city-royals","minnesota-twins",617,79,16,562,3041
6101741,"Regular Season","2024-03-23",2024-03-28,"3:10 PM","Thu","kansas-city-royals","minnesota-twins",168,248,63,1698,616
