"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count"
6100051,"Regular Season","2024-03-21",2024-03-28,"7:10 PM","Thu","arizona-diamondbacks","colorado-rockies",384,131,51,1174,2796
6100368,"Regular Season","2024-03-21",2024-03-28,"3:05 PM","Thu","baltimore-orioles","los-angeles-angels",357,441,110,11704,943
6100853,"Regular Season","2024-03-21",2024-03-28,"3:10 PM","Thu","chicago-white-sox","detroit-tigers",771,132,34,817,4264
6101014,"Regular Season","2024-03-21",2024-03-28,"4:10 PM","Thu","cincinnati-reds","washington-nationals",354,289,124,707,1811
6101581,"Regular Season","2024-03-21",2024-03-28,"3:10 PM","Thu","houston-astros","new-york-yankees",675,460,100,11804,2684
6101741,"Regular Season","2024-03-21",2024-03-28,"3:10 PM","Thu","kansas-city-royals","minnesota-twins",177,218,40,1274,719
6102097,"Regular Season","2024-03-21",2024-03-28,"1:10 PM","Thu","los-angeles-dodgers","st-louis-cardinals",1531,641,148,117004,5162
6102225,"Regular Season","2024-03-21",2024-03-28,"4:10 PM","Thu","miami-marlins","pittsburgh-pirates",643,74,17,1116,3189
6102710,"Regular Season","2024-03-21",2024-03-28,"1:10 PM","Thu","new-york-mets","milwaukee-brewers",616,245,62,2457,2636
6102956,"Regular Season","2024-03-21",2024-03-28,"7:07 PM","Thu","oakland-athletics","cleveland-guardians",788,87,19,369,4119
6103110,"Regular Season","2024-03-21",2024-03-28,"3:05 PM","Thu","philadelphia-phillies","atlanta-braves",443,653,134,117004,1410
6103442,"Regular Season","2024-03-21",2024-03-28,"1:10 PM","Thu","san-diego-padres","san-francisco-giants",568,210,89,710,1733
6103684,"Regular Season","2024-03-21",2024-03-28,"7:10 PM","Thu","seattle-mariners","boston-red-sox",429,161,65,9365,2005
6104001,"Regular Season","2024-03-21",2024-03-29,"6:50 PM","Fri","tampa-bay-rays","toronto-blue-jays",536,71,22,707,2388
6104005,"Regular Season","2024-03-21",2024-03-28,"4:10 PM","Thu","tampa-bay-rays","toronto-blue-jays",384,168,42,2345,1399
