"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100236,"Regular Season",2024-05-06,2024-05-07,"7:20 PM","Tue","atlanta-braves","boston-red-sox",780,88,25,785,2317,"Atlanta Braves","atl","ATL","Braves",144,20,12,0.625,"L 3",5.1,4,1.1,-0.1,1,"19-13",1,"8-4","0-0","3-3","9-5","11-4","9-8","4-2","6-6","13-8","7-4","7-8","13-4","4-6","12-8","18-12",33230,17179,9470,735,88296,2054,1543,993,217,4823,84.65,84.31,1011,42,59.58,10.56,73,0.98,8.67,1.41666666666667,246.863333333333,0.556666666666667,10.1358333333333,33.7469,2.30208333333333,5.28958333333333,6.68333333333333,0.44
6100238,"Regular Season",2024-05-06,2024-05-08,"7:20 PM","Wed","atlanta-braves","boston-red-sox",781,91,18,756,2472,"Atlanta Braves","atl","ATL","Braves",144,20,12,0.625,"L 3",5.1,4,1.1,-0.1,1,"19-13",1,"8-4","0-0","3-3","9-5","11-4","9-8","4-2","6-6","13-8","7-4","7-8","13-4","4-6","12-8","18-12",33230,17179,9470,735,88296,2054,1543,993,217,4823,85.33,87.46,1010,52,65.84,12.62,60,1,6.82,1.25,217.169583333333,0.387083333333333,7.49666666666667,33.7469,1.6575,1.87791666666667,3.44333333333333,0.655416666666667
6100404,"Regular Season",2024-05-06,2024-05-10,"7:05 PM","Fri","baltimore-orioles","arizona-diamondbacks",232,117,25,3955,971,"Baltimore Orioles","bal","BAL","Orioles",110,23,11,0.676,"W 4",5.3,3.7,1.6,0.4,2,"22-12",1,"6-1","7-2","5-4","5-4","12-7","11-4","1-2","3-4","13-7","10-4","14-5","9-6","7-3","15-5","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,66.52,65.32,1001,52,47.82,13.69,80,0.78,0.82,1.58823529411765,244.841176470588,0.108235294117647,3.07941176470588,39.2852,1.02,1.23,1.79352941176471,0.393529411764706
6100561,"Regular Season",2024-05-06,2024-05-10,"7:10 PM","Fri","boston-red-sox","washington-nationals",779,102,24,730,2369,"Boston Red Sox","bos","BOS","Red Sox",111,19,16,0.543,"W 1",4.6,3.5,1.2,0.3,1.5,"22-13",-3,"0-3","3-7","9-4","7-2","7-9","12-7","1-3","4-4","15-11","4-5","7-13","12-3","5-5","11-9","16-14",25856,16548,1620,647,58466,1230,1051,409,260,9404,46.65,41.65,1005,95,45.1,11.1,100,1,0.14,1.64705882352941,243.074705882353,0.440588235294118,9.11,42.3466,1.82588235294118,3.58117647058824,4.08705882352941,0.245882352941176
6100720,"Regular Season",2024-05-06,2024-05-06,"6:40 PM","Mon","chicago-cubs","san-diego-padres",1220,46,11,620,3232,"Chicago Cubs","chn","CHC","Cubs",112,21,14,0.6,"W 2",4.8,4.3,0.5,0,0.5,"19-16",2,"4-4","2-1","8-4","7-5","12-4","9-10","1-3","6-6","19-10","2-4","8-7","13-7","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,63.46,62.65,1016,67,52.32,13.15,75,0,7.71,3,300.407142857143,3.64,14.4085714285714,41.9472,9.00857142857143,14.4071428571429,16.5614285714286,0.991428571428571
6100722,"Regular Season",2024-05-06,2024-05-07,"6:40 PM","Tue","chicago-cubs","san-diego-padres",1660,45,7,597,4494,"Chicago Cubs","chn","CHC","Cubs",112,21,14,0.6,"W 2",4.8,4.3,0.5,0,0.5,"19-16",2,"4-4","2-1","8-4","7-5","12-4","9-10","1-3","6-6","19-10","2-4","8-7","13-7","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,64.63,64.94,999,88,60.8,14.54,100,1,5.88,1.625,304.162916666667,0.938333333333333,16.98625,41.9472,4.905,6.78166666666667,7.99458333333333,0.964166666666667
6100724,"Regular Season",2024-05-06,2024-05-08,"1:20 PM","Wed","chicago-cubs","san-diego-padres",1856,42,6,1201,5141,"Chicago Cubs","chn","CHC","Cubs",112,21,14,0.6,"W 2",4.8,4.3,0.5,0,0.5,"19-16",2,"4-4","2-1","8-4","7-5","12-4","9-10","1-3","6-6","19-10","2-4","8-7","13-7","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,70.66,69.26,1004,39,43.77,16.28,99,0,7.25,1.54166666666667,363.96625,7.16916666666667,28.0320833333333,41.9472,4.85208333333333,6.75125,10.2233333333333,1.39333333333333
6100879,"Regular Season",2024-05-06,2024-05-09,"6:40 PM","Thu","chicago-white-sox","cleveland-guardians",506,79,13,11504,2498,"Chicago White Sox","cha","CWS","White Sox",145,8,26,0.235,"W 2",2.9,5.4,-2.4,0.4,-2,"9-25",-1,"3-0","2-18","0-0","3-8","5-12","3-14","2-2","4-8","6-23","2-3","3-22","5-4","5-5","6-14","8-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821,48.18,42.78,1005,93,46.27,13.2,100,1,0.9,1.66666666666667,266.610416666667,0.83375,14.1595833333333,41.8309,2.20416666666667,5.18958333333333,5.84916666666667,0.3875
6100880,"Regular Season",2024-05-06,2024-05-10,"6:40 PM","Fri","chicago-white-sox","cleveland-guardians",536,72,16,519,2532,"Chicago White Sox","cha","CWS","White Sox",145,8,26,0.235,"W 2",2.9,5.4,-2.4,0.4,-2,"9-25",-1,"3-0","2-18","0-0","3-8","5-12","3-14","2-2","4-8","6-23","2-3","3-22","5-4","5-5","6-14","8-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821,60.85,58.37,1011,37,33.01,11.25,3,0,0.35,1,243.665294117647,1.11588235294118,12.7617647058824,41.8309,3.84705882352941,2.00588235294118,2.91705882352941,0.504117647058824
6101049,"Regular Season",2024-05-06,2024-05-07,"6:40 PM","Tue","cincinnati-reds","arizona-diamondbacks",323,68,22,1269,1231,"Cincinnati Reds","cin","CIN","Reds",113,16,18,0.471,"L 5",4.5,4.4,0.1,0.2,0.3,"17-17",-1,"7-6","1-2","1-2","7-8","9-10","7-8","1-0","1-5","10-11","6-7","8-14","8-4","2-8","8-12","13-17",15293,10019,3750,64,80178,957,779,510,40,6511,70.23,71.37,1005,94,68,12.35,90,1,3.57,1.25,258.684583333333,0.569583333333333,9.80541666666667,39.1072,3.24791666666667,4.37625,5.15416666666667,0.218333333333333
