"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count"
6100066,"Regular Season","2024-04-26",2024-04-29,"6:40 PM","Mon","arizona-diamondbacks","los-angeles-dodgers",1117,126,44,564,5382
6100068,"Regular Season","2024-04-26",2024-04-30,"6:40 PM","Tue","arizona-diamondbacks","los-angeles-dodgers",415,110,38,1124,2186
6100072,"Regular Season","2024-04-26",2024-05-01,"6:40 PM","Wed","arizona-diamondbacks","los-angeles-dodgers",1432,132,40,1144,7410
6100229,"Regular Season","2024-04-26",2024-04-26,"7:20 PM","Fri","atlanta-braves","cleveland-guardians",637,86,27,756,1624
6100232,"Regular Season","2024-04-26",2024-04-27,"7:20 PM","Sat","atlanta-braves","cleveland-guardians",621,117,30,694,1733
6100234,"Regular Season","2024-04-26",2024-04-28,"1:35 PM","Sun","atlanta-braves","cleveland-guardians",477,119,24,763,1338
6100389,"Regular Season","2024-04-26",2024-04-26,"7:05 PM","Fri","baltimore-orioles","oakland-athletics",140,66,33,129,550
6100393,"Regular Season","2024-04-26",2024-04-28,"1:35 PM","Sun","baltimore-orioles","oakland-athletics",243,105,34,3955,919
6100394,"Regular Season","2024-04-26",2024-04-27,"4:05 PM","Sat","baltimore-orioles","oakland-athletics",218,75,34,453,859
6100397,"Regular Season","2024-04-26",2024-04-30,"6:35 PM","Tue","baltimore-orioles","new-york-yankees",431,119,25,3955,1827
6100399,"Regular Season","2024-04-26",2024-05-01,"6:35 PM","Wed","baltimore-orioles","new-york-yankees",285,100,27,493,1127
6100400,"Regular Season","2024-04-26",2024-04-29,"6:35 PM","Mon","baltimore-orioles","new-york-yankees",275,127,26,3955,1061
6100403,"Regular Season","2024-04-26",2024-05-02,"1:05 PM","Thu","baltimore-orioles","new-york-yankees",362,144,33,4024,1619
6100545,"Regular Season","2024-04-26",2024-04-26,"7:10 PM","Fri","boston-red-sox","chicago-cubs",408,121,52,671,1191
6100547,"Regular Season","2024-04-26",2024-04-27,"4:10 PM","Sat","boston-red-sox","chicago-cubs",401,219,61,11504,993
6100549,"Regular Season","2024-04-26",2024-05-01,"7:10 PM","Wed","boston-red-sox","san-francisco-giants",958,73,18,575,2830
6100552,"Regular Season","2024-04-26",2024-05-02,"1:35 PM","Thu","boston-red-sox","san-francisco-giants",964,97,26,647,3133
6100556,"Regular Season","2024-04-26",2024-04-28,"7:10 PM","Sun","boston-red-sox","chicago-cubs",876,234,27,115579,2507
6100580,"Regular Season","2024-04-26",2024-04-30,"7:10 PM","Tue","boston-red-sox","san-francisco-giants",932,71,20,625,2839
6100714,"Regular Season","2024-04-26",2024-05-03,"1:20 PM","Fri","chicago-cubs","milwaukee-brewers",1284,169,11,117589,3774
6100868,"Regular Season","2024-04-26",2024-04-26,"6:40 PM","Fri","chicago-white-sox","tampa-bay-rays",495,51,9,456,2046
