"event_id","retrieve_date","date","time","day_of_week","home_team","away_team","popularity","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
17017507,2025-07-23,2025-07-25,"7:05 PM","Fri","baltimore-orioles","colorado-rockies",0.9171789838,"Baltimore Orioles","bal","BAL","Orioles",110,44,56,0.44,"L 2",4.1,5.2,-1.1,0.1,-1,"40-60",4,"14-15","8-18","11-7","11-16","22-25","22-31","3-4","12-11","32-39","12-17","27-34","17-22","4-6","10-10","14-16",17773,5834,9509,18,40932,1421,727,1010,22,8701,95.85,100.02,1015,39,67.3,11.59,2,1,9.39,1.79166666666667,135.852916666667,0.202083333333333,3.17,39.2852,1.11875,4.94416666666667,8.05666666666667,0.327083333333333
17017508,2025-07-23,2025-07-26,"7:05 PM","Sat","baltimore-orioles","colorado-rockies",0.8764955921,"Baltimore Orioles","bal","BAL","Orioles",110,44,56,0.44,"L 2",4.1,5.2,-1.1,0.1,-1,"40-60",4,"14-15","8-18","11-7","11-16","22-25","22-31","3-4","12-11","32-39","12-17","27-34","17-22","4-6","10-10","14-16",17773,5834,9509,18,40932,1421,727,1010,22,8701,90.39,91.98,1017,42,63.7,6.17,64,0.64,8.82,1.75,144.037916666667,0.180833333333333,4.4575,39.2852,1.02125,7.29666666666667,7.98333333333333,0.527916666666667
17017511,2025-07-23,2025-07-27,"1:35 PM","Sun","baltimore-orioles","colorado-rockies",0.8593037361,"Baltimore Orioles","bal","BAL","Orioles",110,44,56,0.44,"L 2",4.1,5.2,-1.1,0.1,-1,"40-60",4,"14-15","8-18","11-7","11-16","22-25","22-31","3-4","12-11","32-39","12-17","27-34","17-22","4-6","10-10","14-16",17773,5834,9509,18,40932,1421,727,1010,22,8701,95.49,102.94,1014,45,70.95,11.27,52,1,0.81,1.88235294117647,146.408235294118,0.22,3.88882352941176,39.2852,0.697647058823529,10.7794117647059,11.2164705882353,0.274705882352941
17017671,2025-07-23,2025-07-25,"6:40 PM","Fri","chicago-white-sox","chicago-cubs",0.9468790431,"Chicago White Sox","cha","CWS","White Sox",145,36,66,0.353,"L 1",3.6,4.4,-0.7,0,-0.7,"43-59",-7,"7-11","7-20","8-16","14-19","21-29","15-37","3-5","8-23","26-51","10-15","22-43","14-23","6-4","10-10","13-17",53085,17968,12502,755,65489,2212,1595,1321,281,7821,84.29,88.59,1016,62,69.84,8.68,69,1,8.33,1.70833333333333,127.21125,0.215,4.15791666666667,41.8309,1.12125,11.18625,12.2479166666667,0.603333333333333
17017675,2025-07-23,2025-07-26,"6:10 PM","Sat","chicago-white-sox","chicago-cubs",0.9308599984,"Chicago White Sox","cha","CWS","White Sox",145,36,66,0.353,"L 1",3.6,4.4,-0.7,0,-0.7,"43-59",-7,"7-11","7-20","8-16","14-19","21-29","15-37","3-5","8-23","26-51","10-15","22-43","14-23","6-4","10-10","13-17",53085,17968,12502,755,65489,2212,1595,1321,281,7821,87.6,95.67,1012,63,73.51,13.33,95,1,5.67,1.625,134.983333333333,0.122083333333333,3.48791666666667,41.8309,1.15375,10.1445833333333,10.3791666666667,0.495416666666667
17017676,2025-07-23,2025-07-27,"1:10 PM","Sun","chicago-white-sox","chicago-cubs",0.9207464016,"Chicago White Sox","cha","CWS","White Sox",145,36,66,0.353,"L 1",3.6,4.4,-0.7,0,-0.7,"43-59",-7,"7-11","7-20","8-16","14-19","21-29","15-37","3-5","8-23","26-51","10-15","22-43","14-23","6-4","10-10","13-17",53085,17968,12502,755,65489,2212,1595,1321,281,7821,91.26,98.08,1015,52,70.43,5.1,27,0.8,0.47,1,125.305294117647,0.373529411764706,3.26058823529412,41.8309,0.532941176470588,7.03470588235294,7.25764705882353,0.528823529411765
17017786,2025-07-23,2025-07-23,"1:10 PM","Wed","colorado-rockies","st-louis-cardinals",0.9105000962,"Colorado Rockies","col","COL","Rockies",115,25,76,0.248,"W 1",3.6,6.1,-2.5,0.2,-2.4,"28-73",-3,"9-20","4-13","5-20","7-23","13-38","12-38","1-5","10-16","22-53","3-23","10-57","15-19","4-6","7-13","11-19",33805,20800,5116,3969,79436,1381,1386,783,919,11916,79.47,79.47,1008,47,57.49,18.07,74,1,9.58,2,68.2342857142857,0.0257142857142857,0.294285714285714,39.757,0.412857142857143,4.18857142857143,8.05,0.564285714285714
17017916,2025-07-23,2025-07-25,"7:10 PM","Fri","kansas-city-royals","cleveland-guardians",0.8940428984,"Kansas City Royals","kca","KC","Royals",118,49,53,0.48,"L 1",3.5,3.7,-0.3,0.1,-0.2,"48-54",1,"8-13","13-14","8-8","20-18","24-26","25-27","4-4","17-15","38-45","11-8","27-40","22-13","5-5","11-9","15-15",8768,3850,4272,33,40829,1089,700,948,32,6164,87.8,93,1013,56,70.21,12.84,94,1,9.9,1.45833333333333,98.23625,0.107083333333333,2.27875,39.1022,0.837916666666667,3.99625,5.4375,1.46
17017917,2025-07-23,2025-07-26,"6:15 PM","Sat","kansas-city-royals","cleveland-guardians",0.8904667727,"Kansas City Royals","kca","KC","Royals",118,49,53,0.48,"L 1",3.5,3.7,-0.3,0.1,-0.2,"48-54",1,"8-13","13-14","8-8","20-18","24-26","25-27","4-4","17-15","38-45","11-8","27-40","22-13","5-5","11-9","15-15",8768,3850,4272,33,40829,1089,700,948,32,6164,93.38,100.29,1012,48,70.61,13.6,14,0,10.23,1.625,105.345416666667,0.115,1.95916666666667,39.1022,0.8975,8.19,9.61833333333333,1.65208333333333
17017919,2025-07-23,2025-07-27,"1:10 PM","Sun","kansas-city-royals","cleveland-guardians",0.8511516833,"Kansas City Royals","kca","KC","Royals",118,49,53,0.48,"L 1",3.5,3.7,-0.3,0.1,-0.2,"48-54",1,"8-13","13-14","8-8","20-18","24-26","25-27","4-4","17-15","38-45","11-8","27-40","22-13","5-5","11-9","15-15",8768,3850,4272,33,40829,1089,700,948,32,6164,92.77,99.59,1015,49,70.99,14.32,0,0,0.2,1.70588235294118,127.825882352941,0.0835294117647059,2.17470588235294,39.1022,1.04647058823529,8.36529411764706,9.04941176470588,1.70882352941176
