"event_id","retrieve_date","date","time","day_of_week","home_team","away_team","popularity","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100201,2024-09-28,2024-09-29,"12:10 PM","Sun","arizona-diamondbacks","san-diego-padres",0.833,"Arizona Diamondbacks","ari","AZ","D-backs",109,88,72,0.55,"L 1",5.5,4.9,0.6,0,0.6,"88-72",0,"18-15","19-12","27-23","24-22","43-36","45-36","5-8","26-20","61-43","27-29","44-47","44-25","5-5","9-11","14-16",9071,5974,611,368,59913,1104,738,292,199,8347,102.56,97.45,1009,11,38.12,16.04,5,0,7.3,2.08333333333333,287.472916666667,0.45625,17.8575,33.4529,2.18416666666667,8.8825,18.4083333333333,2.54958333333333
6100202,2024-09-28,2024-09-28,"5:10 PM","Sat","arizona-diamondbacks","san-diego-padres",0.851,"Arizona Diamondbacks","ari","AZ","D-backs",109,88,72,0.55,"L 1",5.5,4.9,0.6,0,0.6,"88-72",0,"18-15","19-12","27-23","24-22","43-36","45-36","5-8","26-20","61-43","27-29","44-47","44-25","5-5","9-11","14-16",9071,5974,611,368,59913,1104,738,292,199,8347,103.23,98.76,1007,13,42.87,16.11,14,0,7.48,3.14285714285714,251.055714285714,1.36857142857143,8.83714285714286,33.4529,1.72714285714286,6.69428571428571,15.5385714285714,1.80571428571429
6100213,2024-09-28,2024-09-30,"1:10 PM","Mon","atlanta-braves","new-york-mets",0.801,"Atlanta Braves","atl","ATL","Braves",144,87,71,0.551,"W 4",4.4,3.8,0.6,0,0.6,"90-68",-3,"27-23","13-17","17-17","30-14","44-33","43-38","12-5","17-24","59-54","28-17","50-39","37-32","6-4","12-8","18-12",33230,17179,9470,735,88296,2054,1543,993,217,4823,80.28,81.05,1013,50,60.04,8.63,37,0,6.65,2.16666666666667,321.409166666667,3.98125,17.3958333333333,33.7533,1.91458333333333,12.9458333333333,15.51125,0.8
6100361,2024-09-28,2024-09-28,"7:20 PM","Sat","atlanta-braves","kansas-city-royals",0.85,"Atlanta Braves","atl","ATL","Braves",144,87,71,0.551,"W 4",4.4,3.8,0.6,0,0.6,"90-68",-3,"27-23","13-17","17-17","30-14","44-33","43-38","12-5","17-24","59-54","28-17","50-39","37-32","6-4","12-8","18-12",33230,17179,9470,735,88296,2054,1543,993,217,4823,72.12,72.37,1008,71,62.2,13.62,100,0.2,2.87,2.14285714285714,246.048571428571,0.214285714285714,4.02142857142857,33.7533,1.86857142857143,6.20285714285714,6.93285714285714,0.901428571428571
6100363,2024-09-28,2024-09-29,"3:20 PM","Sun","atlanta-braves","kansas-city-royals",0.825,"Atlanta Braves","atl","ATL","Braves",144,87,71,0.551,"W 4",4.4,3.8,0.6,0,0.6,"90-68",-3,"27-23","13-17","17-17","30-14","44-33","43-38","12-5","17-24","59-54","28-17","50-39","37-32","6-4","12-8","18-12",33230,17179,9470,735,88296,2054,1543,993,217,4823,77.77,77.56,1011,49,57.2,9.08,0,0.95,6.5,1.875,264.664583333333,0.359583333333333,9.62625,33.7533,2.04916666666667,9.79291666666667,11.3375,0.654583333333333
6100681,2024-09-28,2024-09-28,"4:10 PM","Sat","boston-red-sox","tampa-bay-rays",0.849,"Boston Red Sox","bos","BOS","Red Sox",111,80,80,0.5,"L 2",4.7,4.6,0,0,0,"81-79",-1,"24-26","16-17","19-12","21-25","37-42","43-38","10-10","18-13","63-54","17-26","37-56","43-24","5-5","10-10","13-17",25856,16548,1620,647,58466,1230,1051,409,260,9404,70.29,69.98,1017,63,57.11,7.31,100,0,4.38,1.57142857142857,321.39,2.05428571428571,17.2342857142857,42.3466,4.12142857142857,8.54142857142857,9.54,0.644285714285714
6100682,2024-09-28,2024-09-29,"3:05 PM","Sun","boston-red-sox","tampa-bay-rays",0.826,"Boston Red Sox","bos","BOS","Red Sox",111,80,80,0.5,"L 2",4.7,4.6,0,0,0,"81-79",-1,"24-26","16-17","19-12","21-25","37-42","43-38","10-10","18-13","63-54","17-26","37-56","43-24","5-5","10-10","13-17",25856,16548,1620,647,58466,1230,1051,409,260,9404,67.53,66.67,1018,57,51.73,5.84,100,0,4.53,1.25,322.2425,2.60833333333333,23.0266666666667,42.3466,3.48041666666667,6.6175,8.74,0.652916666666667
6100847,2024-09-28,2024-09-28,"1:20 PM","Sat","chicago-cubs","cincinnati-reds",0.856,"Chicago Cubs","chn","CHC","Cubs",112,82,78,0.512,"W 1",4.6,4.2,0.4,0,0.4,"87-73",-5,"17-16","22-28","16-15","27-19","43-36","39-42","7-4","23-28","68-58","14-20","43-47","39-31","5-5","10-10","17-13",53085,17968,12502,755,65489,2212,1595,1321,281,7821,67.3,67.62,1011,83,61.97,21.52,100,1,2.51,2,230.79,0.372857142857143,6.84428571428571,41.9472,1.68571428571429,5.19,5.58714285714286,0.382857142857143
6100849,2024-09-28,2024-09-29,"2:20 PM","Sun","chicago-cubs","cincinnati-reds",0.834,"Chicago Cubs","chn","CHC","Cubs",112,82,78,0.512,"W 1",4.6,4.2,0.4,0,0.4,"87-73",-5,"17-16","22-28","16-15","27-19","43-36","39-42","7-4","23-28","68-58","14-20","43-47","39-31","5-5","10-10","17-13",53085,17968,12502,755,65489,2212,1595,1321,281,7821,70.38,70.41,1015,70,59.99,14.88,97,0,2.89,1.83333333333333,228.225833333333,0.137083333333333,7.74,41.9472,1.7625,5.65208333333333,6.13916666666667,0.382083333333333
6101412,2024-09-28,2024-09-29,"1:10 PM","Sun","colorado-rockies","los-angeles-dodgers",0.83,"Colorado Rockies","col","COL","Rockies",115,61,99,0.381,"L 1",4.2,5.7,-1.5,0.2,-1.3,"59-101",2,"11-20","12-21","18-32","20-26","37-42","24-57","8-4","26-20","46-68","15-31","42-61","19-38","4-6","10-10","13-17",33805,20800,5116,3969,79436,1381,1386,783,919,11916,83.93,81.14,1012,18,36.54,9.19,0,0,6.66,1.95833333333333,279.825,5.57041666666667,19.5641666666667,39.757,3.62291666666667,9.05708333333333,13.6033333333333,2.28791666666667
6101413,2024-09-28,2024-09-28,"6:10 PM","Sat","colorado-rockies","los-angeles-dodgers",0.844,"Colorado Rockies","col","COL","Rockies",115,61,99,0.381,"L 1",4.2,5.7,-1.5,0.2,-1.3,"59-101",2,"11-20","12-21","18-32","20-26","37-42","24-57","8-4","26-20","46-68","15-31","42-61","19-38","4-6","10-10","13-17",33805,20800,5116,3969,79436,1381,1386,783,919,11916,78.87,78.87,1017,31,45.72,14.09,0,0,6.8,2.71428571428571,268.698571428571,6.02857142857143,15.5428571428571,39.757,3.71285714285714,10.7142857142857,16.2142857142857,1.96428571428571
