"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100079,"Regular Season",2024-05-11,2024-05-13,"6:40 PM","Mon","arizona-diamondbacks","cincinnati-reds",1364,79,25,564,7392,"Arizona Diamondbacks","ari","AZ","D-backs",109,18,21,0.462,"L 1",4.9,4.6,0.3,-0.3,0,"21-18",-3,"0-3","7-5","9-8","2-5","9-10","9-11","2-3","6-4","13-11","5-10","5-14","13-7","5-5","9-11","14-16",9071,5974,611,368,59913,1104,738,292,199,8347,88.56,84.7,1009,14,32.61,19.75,0,0,8.91,2.79166666666667,259.935833333333,0.955,10.625,33.4529,2.5975,8.67791666666667,19.74125,1.45916666666667
6100083,"Regular Season",2024-05-11,2024-05-15,"12:40 PM","Wed","arizona-diamondbacks","cincinnati-reds",1449,77,16,564,8001,"Arizona Diamondbacks","ari","AZ","D-backs",109,18,21,0.462,"L 1",4.9,4.6,0.3,-0.3,0,"21-18",-3,"0-3","7-5","9-8","2-5","9-10","9-11","2-3","6-4","13-11","5-10","5-14","13-7","5-5","9-11","14-16",9071,5974,611,368,59913,1104,738,292,199,8347,83.5,80.8,1007,17,34.47,15.55,0,0,9,2.23529411764706,245.43,0.845294117647059,11.4094117647059,33.4529,1.55294117647059,6.81058823529412,17.0176470588235,1.24882352941176
6100084,"Regular Season",2024-05-11,2024-05-14,"6:40 PM","Tue","arizona-diamondbacks","cincinnati-reds",1541,77,25,564,7868,"Arizona Diamondbacks","ari","AZ","D-backs",109,18,21,0.462,"L 1",4.9,4.6,0.3,-0.3,0,"21-18",-3,"0-3","7-5","9-8","2-5","9-10","9-11","2-3","6-4","13-11","5-10","5-14","13-7","5-5","9-11","14-16",9071,5974,611,368,59913,1104,738,292,199,8347,87.08,83.5,1008,12,28.54,17.43,82,0,8.62,2.95833333333333,245.470833333333,0.897083333333333,9.91291666666667,33.4529,2.10708333333333,8.50625,20.04375,1.19583333333333
6100241,"Regular Season",2024-05-11,2024-05-14,"7:20 PM","Tue","atlanta-braves","chicago-cubs",776,88,16,656,2340,"Atlanta Braves","atl","ATL","Braves",144,23,12,0.657,"W 3",5,3.8,1.2,-0.1,1.2,"22-13",1,"9-4","0-0","3-3","11-5","13-4","10-8","4-2","6-6","15-8","8-4","9-8","14-4","5-5","13-7","20-10",33230,17179,9470,735,88296,2054,1543,993,217,4823,67.41,68.22,1007,93,65.59,10.4,100,1,2.22,1.16666666666667,270.505,0.937083333333333,10.22375,33.7469,2.12708333333333,4.17833333333333,4.7525,0.303333333333333
6100242,"Regular Season",2024-05-11,2024-05-13,"7:20 PM","Mon","atlanta-braves","chicago-cubs",615,86,16,565,1842,"Atlanta Braves","atl","ATL","Braves",144,23,12,0.657,"W 3",5,3.8,1.2,-0.1,1.2,"22-13",1,"9-4","0-0","3-3","11-5","13-4","10-8","4-2","6-6","15-8","8-4","9-8","14-4","5-5","13-7","20-10",33230,17179,9470,735,88296,2054,1543,993,217,4823,58.37,58.23,1018,92,56.28,9.15,100,1,1.09,1.625,289.7,1.54208333333333,18.4420833333333,33.7469,2.32958333333333,7.72958333333333,10.3304166666667,1.33041666666667
6100244,"Regular Season",2024-05-11,2024-05-15,"7:20 PM","Wed","atlanta-braves","chicago-cubs",814,90,18,1155,2926,"Atlanta Braves","atl","ATL","Braves",144,23,12,0.657,"W 3",5,3.8,1.2,-0.1,1.2,"22-13",1,"9-4","0-0","3-3","11-5","13-4","10-8","4-2","6-6","15-8","8-4","9-8","14-4","5-5","13-7","20-10",33230,17179,9470,735,88296,2054,1543,993,217,4823,74.61,74.44,1008,57,58.62,12.08,94,1,0.11,1.05882352941176,308.851176470588,0.66,9.64411764705882,33.7469,1.43294117647059,2.10058823529412,2.87470588235294,0.388235294117647
6100407,"Regular Season",2024-05-11,2024-05-12,"1:35 PM","Sun","baltimore-orioles","arizona-diamondbacks",300,80,22,453,1007,"Baltimore Orioles","bal","BAL","Orioles",110,25,12,0.676,"W 2",5.2,3.7,1.5,0.3,1.8,"24-13",1,"6-1","7-2","5-4","7-5","13-7","12-5","2-2","4-4","14-8","11-4","15-6","10-6","8-2","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,59.95,58.28,1010,56,43.88,14.07,37,1,5.67,1.625,234.345833333333,0.297916666666667,5.87166666666667,39.2852,1.09666666666667,3.77166666666667,4.68625,0.305833333333333
6100408,"Regular Season",2024-05-11,2024-05-11,"4:05 PM","Sat","baltimore-orioles","arizona-diamondbacks",140,74,35,145,587,"Baltimore Orioles","bal","BAL","Orioles",110,25,12,0.676,"W 2",5.2,3.7,1.5,0.3,1.8,"24-13",1,"6-1","7-2","5-4","7-5","13-7","12-5","2-2","4-4","14-8","11-4","15-6","10-6","8-2","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,61.74,60.1,1011,53,44.46,11.05,75,1,5.23,3,242.711428571429,0.287142857142857,4.33428571428571,39.2852,1.69,6.97857142857143,7.75,0.425714285714286
6100410,"Regular Season",2024-05-11,2024-05-13,"6:35 PM","Mon","baltimore-orioles","toronto-blue-jays",320,70,13,3955,1139,"Baltimore Orioles","bal","BAL","Orioles",110,25,12,0.676,"W 2",5.2,3.7,1.5,0.3,1.8,"24-13",1,"6-1","7-2","5-4","7-5","13-7","12-5","2-2","4-4","14-8","11-4","15-6","10-6","8-2","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,69.58,68.45,1016,47,48.29,12.77,33,0,7.39,1.79166666666667,294.567083333333,1.58291666666667,13.6054166666667,39.2852,2.25625,7.18916666666667,9.01958333333333,0.5625
6100412,"Regular Season",2024-05-11,2024-05-14,"6:35 PM","Tue","baltimore-orioles","toronto-blue-jays",280,83,16,3955,1088,"Baltimore Orioles","bal","BAL","Orioles",110,25,12,0.676,"W 2",5.2,3.7,1.5,0.3,1.8,"24-13",1,"6-1","7-2","5-4","7-5","13-7","12-5","2-2","4-4","14-8","11-4","15-6","10-6","8-2","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,73.24,72.99,1011,58,57.07,12.28,100,1,5.11,1.625,257.711666666667,0.425416666666667,10.24,39.2852,2.19625,6.77208333333333,8.12875,0.420833333333333
