"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count"
6100043,"Regular Season","2024-03-29",2024-03-31,"1:10 PM","Sun","arizona-diamondbacks","colorado-rockies",321,94,24,5869,1071
6100044,"Regular Season","2024-03-29",2024-04-01,"6:40 PM","Mon","arizona-diamondbacks","new-york-yankees",1281,154,50,1729,6401
6100046,"Regular Season","2024-03-29",2024-04-02,"6:40 PM","Tue","arizona-diamondbacks","new-york-yankees",1261,146,52,1384,6804
6100048,"Regular Season","2024-03-29",2024-04-03,"12:40 PM","Wed","arizona-diamondbacks","new-york-yankees",1483,133,40,1174,7895
6100053,"Regular Season","2024-03-29",2024-03-29,"6:40 PM","Fri","arizona-diamondbacks","colorado-rockies",198,94,31,465,1082
6100058,"Regular Season","2024-03-29",2024-03-30,"5:10 PM","Sat","arizona-diamondbacks","colorado-rockies",294,96,43,466,1965
6100205,"Regular Season","2024-03-29",2024-04-05,"7:20 PM","Fri","atlanta-braves","arizona-diamondbacks",859,201,77,1310,3490
6100366,"Regular Season","2024-03-29",2024-03-30,"4:05 PM","Sat","baltimore-orioles","los-angeles-angels",506,117,40,335,2367
6100370,"Regular Season","2024-03-29",2024-03-31,"1:35 PM","Sun","baltimore-orioles","los-angeles-angels",842,92,33,3955,4318
6100372,"Regular Season","2024-03-29",2024-04-01,"6:35 PM","Mon","baltimore-orioles","kansas-city-royals",780,75,18,3955,4135
6100374,"Regular Season","2024-03-29",2024-04-02,"6:35 PM","Tue","baltimore-orioles","kansas-city-royals",533,78,18,3955,2775
6100376,"Regular Season","2024-03-29",2024-04-03,"1:05 PM","Wed","baltimore-orioles","kansas-city-royals",604,74,13,4024,3157
6100686,"Regular Season","2024-03-29",2024-04-02,"6:40 PM","Tue","chicago-cubs","colorado-rockies",1495,50,6,1041,4125
6100688,"Regular Season","2024-03-29",2024-04-03,"6:40 PM","Wed","chicago-cubs","colorado-rockies",1581,46,6,710,4500
6100689,"Regular Season","2024-03-29",2024-04-01,"1:20 PM","Mon","chicago-cubs","colorado-rockies",883,163,62,1569,2569
6100693,"Regular Season","2024-03-29",2024-04-05,"1:20 PM","Fri","chicago-cubs","los-angeles-dodgers",1005,228,21,117004,3034
6100851,"Regular Season","2024-03-29",2024-03-30,"1:10 PM","Sat","chicago-white-sox","detroit-tigers",370,75,22,415,1783
6100854,"Regular Season","2024-03-29",2024-03-31,"1:10 PM","Sun","chicago-white-sox","detroit-tigers",632,63,11,485,2779
6101008,"Regular Season","2024-03-29",2024-04-01,"1:10 PM","Mon","chicago-white-sox","atlanta-braves",1741,82,11,441,10578
6101011,"Regular Season","2024-03-29",2024-03-30,"4:10 PM","Sat","cincinnati-reds","washington-nationals",288,85,21,465,901
