"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count"
6100043,"Regular Season","2024-03-25",2024-03-31,"1:10 PM","Sun","arizona-diamondbacks","colorado-rockies",344,83,21,473,1282
6100044,"Regular Season","2024-03-25",2024-04-01,"6:40 PM","Mon","arizona-diamondbacks","new-york-yankees",478,171,50,1759,3039
6100051,"Regular Season","2024-03-25",2024-03-28,"7:10 PM","Thu","arizona-diamondbacks","colorado-rockies",338,123,45,696,2263
6100053,"Regular Season","2024-03-25",2024-03-29,"6:40 PM","Fri","arizona-diamondbacks","colorado-rockies",374,90,30,580,2238
6100058,"Regular Season","2024-03-25",2024-03-30,"5:10 PM","Sat","arizona-diamondbacks","colorado-rockies",388,97,39,591,2406
6100366,"Regular Season","2024-03-25",2024-03-30,"4:05 PM","Sat","baltimore-orioles","los-angeles-angels",505,118,46,377,2365
6100368,"Regular Season","2024-03-25",2024-03-28,"3:05 PM","Thu","baltimore-orioles","los-angeles-angels",394,336,93,13148,1035
6100370,"Regular Season","2024-03-25",2024-03-31,"1:35 PM","Sun","baltimore-orioles","los-angeles-angels",895,92,26,4024,4590
6100372,"Regular Season","2024-03-25",2024-04-01,"6:35 PM","Mon","baltimore-orioles","kansas-city-royals",771,78,17,4024,4163
6100374,"Regular Season","2024-03-25",2024-04-02,"6:35 PM","Tue","baltimore-orioles","kansas-city-royals",273,110,13,12289,1322
6100686,"Regular Season","2024-03-25",2024-04-02,"6:40 PM","Tue","chicago-cubs","colorado-rockies",1359,53,7,1176,3911
6100689,"Regular Season","2024-03-25",2024-04-01,"1:20 PM","Mon","chicago-cubs","colorado-rockies",809,193,63,1596,2486
6100851,"Regular Season","2024-03-25",2024-03-30,"1:10 PM","Sat","chicago-white-sox","detroit-tigers",620,448,23,117004,3316
6100853,"Regular Season","2024-03-25",2024-03-28,"3:10 PM","Thu","chicago-white-sox","detroit-tigers",577,129,35,807,2847
6100854,"Regular Season","2024-03-25",2024-03-31,"1:10 PM","Sun","chicago-white-sox","detroit-tigers",623,63,13,515,2874
6101008,"Regular Season","2024-03-25",2024-04-01,"1:10 PM","Mon","chicago-white-sox","atlanta-braves",673,69,7,504,3720
6101011,"Regular Season","2024-03-25",2024-03-30,"4:10 PM","Sat","cincinnati-reds","washington-nationals",391,92,19,5855,1552
