"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100066,"Regular Season",2024-04-29,2024-04-29,"6:40 PM","Mon","arizona-diamondbacks","los-angeles-dodgers",242,104,22,520,1104,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,16,0.448,"W 1",5.3,4.3,1,-0.5,0.5,"17-12",-4,"0-3","4-5","7-4","2-4","7-6","6-10","1-3","3-4","8-8","5-8","3-9","10-7","4-6","9-11","13-16",9071,5974,611,368,59913,1104,738,292,199,8347,87.08,83.5,1009,13,30.54,5.73,0,0,9.49,4,210.843333333333,0.493333333333333,3.08666666666667,33.4529,1.39666666666667,6.25333333333333,16.0966666666667,1.20333333333333
6100068,"Regular Season",2024-04-29,2024-04-30,"6:40 PM","Tue","arizona-diamondbacks","los-angeles-dodgers",374,105,30,1012,1736,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,16,0.448,"W 1",5.3,4.3,1,-0.5,0.5,"17-12",-4,"0-3","4-5","7-4","2-4","7-6","6-10","1-3","3-4","8-8","5-8","3-9","10-7","4-6","9-11","13-16",9071,5974,611,368,59913,1104,738,292,199,8347,86.22,82.81,1009,11,24.42,14.07,0,0,9.02,2.20833333333333,324.4675,2.94041666666667,22.8216666666667,33.4529,2.75208333333333,8.46375,21.7925,3.26708333333333
6100072,"Regular Season",2024-04-29,2024-05-01,"6:40 PM","Wed","arizona-diamondbacks","los-angeles-dodgers",1397,127,39,1012,6884,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,16,0.448,"W 1",5.3,4.3,1,-0.5,0.5,"17-12",-4,"0-3","4-5","7-4","2-4","7-6","6-10","1-3","3-4","8-8","5-8","3-9","10-7","4-6","9-11","13-16",9071,5974,611,368,59913,1104,738,292,199,8347,85.01,81.88,1007,14,29.77,13.18,0,0,8.68,2.25,266.61125,2.12666666666667,13.4766666666667,33.4529,2.495,5.45375,14.6495833333333,1.43666666666667
6100074,"Regular Season",2024-04-29,2024-05-03,"6:40 PM","Fri","arizona-diamondbacks","san-diego-padres",1536,102,40,788,8175,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,16,0.448,"W 1",5.3,4.3,1,-0.5,0.5,"17-12",-4,"0-3","4-5","7-4","2-4","7-6","6-10","1-3","3-4","8-8","5-8","3-9","10-7","4-6","9-11","13-16",9071,5974,611,368,59913,1104,738,292,199,8347,81.12,79.12,1009,16,30.88,9.13,0,0,8.57,2.42857142857143,270.764761904762,1.17238095238095,13.8290476190476,33.4529,2.3452380952381,7.5,21.3271428571429,1.49
6100397,"Regular Season",2024-04-29,2024-04-30,"6:35 PM","Tue","baltimore-orioles","new-york-yankees",221,116,22,3955,852,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,81.27,81.18,1012,43,56.57,9.24,93,0.99,8.31,2.54166666666667,312.369166666667,1.55416666666667,15.5525,39.2852,3.12833333333333,15.2683333333333,20.3166666666667,1.14708333333333
6100399,"Regular Season",2024-04-29,2024-05-01,"6:35 PM","Wed","baltimore-orioles","new-york-yankees",233,98,24,485,926,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,68.36,68.38,1014,74,59.65,6.93,100,1,6.27,1.41666666666667,256.877083333333,0.463333333333333,8.81916666666667,39.2852,0.9425,4.86166666666667,6.37125,0.614583333333333
6100400,"Regular Season",2024-04-29,2024-04-29,"6:35 PM","Mon","baltimore-orioles","new-york-yankees",95,90,27,428,387,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,84.74,84.06,1015,40,57.76,6.89,30,0,8.21,3.66666666666667,350.476666666667,1.01,19.88,39.2852,5.32333333333333,22.9266666666667,26.8566666666667,1.03
6100403,"Regular Season",2024-04-29,2024-05-02,"1:05 PM","Thu","baltimore-orioles","new-york-yankees",229,138,25,3955,834,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,71.56,71.06,1018,56,54.18,7.23,38,0,8.32,1.83333333333333,322.660416666667,0.81875,18.2829166666667,39.2852,4.00875,8.75708333333333,11.25,0.56375
6100549,"Regular Season",2024-04-29,2024-05-01,"7:10 PM","Wed","boston-red-sox","san-francisco-giants",942,63,16,564,2659,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404,48.9,46.44,1017,79,42.49,7.29,100,1,4.84,1.5,314.455833333333,1.49541666666667,23.6841666666667,42.3466,4.00875,2.6825,3.77416666666667,0.7725
6100552,"Regular Season",2024-04-29,2024-05-02,"1:35 PM","Thu","boston-red-sox","san-francisco-giants",978,79,22,574,3080,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404,63.99,62.91,1017,60,49.86,11.3,99,0,5.69,1.5,376.900416666667,2.53791666666667,30.0175,42.3466,3.17375,7.48666666666667,10.1341666666667,0.815416666666667
