"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100082,"Regular Season",2024-05-05,2024-05-05,"1:10 PM","Sun","arizona-diamondbacks","san-diego-padres",328,67,22,564,1005,"Arizona Diamondbacks","ari","AZ","D-backs",109,14,20,0.412,"L 3",4.8,4.8,0,-0.5,-0.5,"17-17",-3,"0-3","4-5","8-8","2-4","8-10","6-10","2-3","4-4","9-11","5-9","4-13","10-7","3-7","8-12","11-19",9071,5974,611,368,59913,1104,738,292,199,8347,79.38,79.38,1007,22,37.27,27,68,0,8.69,2,196.934285714286,0.348571428571429,1.37428571428571,33.4529,0.368571428571429,2.75857142857143,14.3071428571429,0.292857142857143
6100236,"Regular Season",2024-05-05,2024-05-07,"7:20 PM","Tue","atlanta-braves","boston-red-sox",713,92,29,785,2111,"Atlanta Braves","atl","ATL","Braves",144,20,11,0.645,"L 2",5.2,4,1.2,-0.2,1,"19-12",1,"8-4","0-0","3-2","9-5","11-4","9-7","4-2","6-6","13-8","7-3","7-7","13-4","5-5","13-7","19-11",33230,17179,9470,735,88296,2054,1543,993,217,4823,83.48,83.73,1011,46,60.69,9.86,73,1,7.33,1.45833333333333,266.335,2.17791666666667,12.2933333333333,33.7469,1.485,4.30541666666667,6.08375,0.474166666666667
6100238,"Regular Season",2024-05-05,2024-05-08,"7:20 PM","Wed","atlanta-braves","boston-red-sox",714,95,25,718,2247,"Atlanta Braves","atl","ATL","Braves",144,20,11,0.645,"L 2",5.2,4,1.2,-0.2,1,"19-12",1,"8-4","0-0","3-2","9-5","11-4","9-7","4-2","6-6","13-8","7-3","7-7","13-4","5-5","13-7","19-11",33230,17179,9470,735,88296,2054,1543,993,217,4823,82.53,85.62,1010,62,68.47,10.31,89,1,8.1,1.16666666666667,222.1075,0.411666666666667,9.03083333333333,33.7469,1.71583333333333,1.99291666666667,3.67541666666667,0.595833333333333
6100717,"Regular Season",2024-05-05,2024-05-05,"1:20 PM","Sun","chicago-cubs","milwaukee-brewers",457,103,33,574,1169,"Chicago Cubs","chn","CHC","Cubs",112,20,14,0.588,"W 1",4.8,4.4,0.4,-0.1,0.3,"18-16",2,"4-4","1-1","8-4","7-5","11-4","9-10","1-3","6-6","18-10","2-4","8-9","12-5","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,56.82,55.45,1020,69,46.78,11.41,75,0.8,7.52,2.57142857142857,246.05,1.59428571428571,6.72714285714286,41.9472,2.43857142857143,3.81428571428571,4.61857142857143,0.485714285714286
6100720,"Regular Season",2024-05-05,2024-05-06,"6:40 PM","Mon","chicago-cubs","san-diego-padres",1504,47,8,971,4058,"Chicago Cubs","chn","CHC","Cubs",112,20,14,0.588,"W 1",4.8,4.4,0.4,-0.1,0.3,"18-16",2,"4-4","1-1","8-4","7-5","11-4","9-10","1-3","6-6","18-10","2-4","8-9","12-5","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,61.66,60.67,1014,67,49.84,11.12,39,0,7.65,1.70833333333333,314.872916666667,2.22875,22.4695833333333,41.9472,3.39791666666667,7.47,9.41041666666667,1.04958333333333
6100722,"Regular Season",2024-05-05,2024-05-07,"6:40 PM","Tue","chicago-cubs","san-diego-padres",1587,47,6,597,4376,"Chicago Cubs","chn","CHC","Cubs",112,20,14,0.588,"W 1",4.8,4.4,0.4,-0.1,0.3,"18-16",2,"4-4","1-1","8-4","7-5","11-4","9-10","1-3","6-6","18-10","2-4","8-9","12-5","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,62.51,62.69,1001,90,59.32,10.98,100,1,3.48,1.5,304.997083333333,1.10666666666667,20.36375,41.9472,6.29208333333333,6.725,8.17666666666667,1.04291666666667
6100724,"Regular Season",2024-05-05,2024-05-08,"1:20 PM","Wed","chicago-cubs","san-diego-padres",1704,45,7,1201,4783,"Chicago Cubs","chn","CHC","Cubs",112,20,14,0.588,"W 1",4.8,4.4,0.4,-0.1,0.3,"18-16",2,"4-4","1-1","8-4","7-5","11-4","9-10","1-3","6-6","18-10","2-4","8-9","12-5","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,58.6,57.22,1008,65,45.95,13.73,46,1,7.52,1.70833333333333,246.445,0.940833333333333,9.79125,41.9472,2.7225,2.42625,3.68125,0.76375
6100879,"Regular Season",2024-05-05,2024-05-09,"6:40 PM","Thu","chicago-white-sox","cleveland-guardians",489,79,11,11504,2393,"Chicago White Sox","cha","CWS","White Sox",145,7,26,0.212,"W 1",2.9,5.5,-2.6,0.5,-2.1,"8-25",-1,"3-0","2-18","0-0","2-8","5-12","2-14","2-2","4-8","6-23","1-3","3-22","4-4","4-6","5-15","7-23",53085,17968,12502,755,65489,2212,1595,1321,281,7821,51.73,50.92,1005,92,49.32,13.89,100,1,0.06,1.94117647058824,466.514705882353,18.4852941176471,45.7835294117647,41.8309,3.89411764705882,7.04823529411765,10.4447058823529,3.01647058823529
6101049,"Regular Season",2024-05-05,2024-05-07,"6:40 PM","Tue","cincinnati-reds","arizona-diamondbacks",344,68,22,1269,1367,"Cincinnati Reds","cin","CIN","Reds",113,16,17,0.485,"L 4",4.6,4.2,0.4,0.2,0.6,"18-15",-2,"7-6","1-2","1-2","7-7","9-9","7-8","1-0","1-5","10-10","6-7","7-14","9-3","3-7","9-11","14-16",15293,10019,3750,64,80178,957,779,510,40,6511,69.8,70.95,1005,95,67.82,11.48,100,1,5.68,1.08333333333333,280.520416666667,3.09041666666667,11.07,39.1072,2.35,3.50708333333333,4.24541666666667,0.300416666666667
6101054,"Regular Season",2024-05-05,2024-05-05,"4:10 PM","Sun","cincinnati-reds","baltimore-orioles",149,88,28,422,417,"Cincinnati Reds","cin","CIN","Reds",113,16,17,0.485,"L 4",4.6,4.2,0.4,0.2,0.6,"18-15",-2,"7-6","1-2","1-2","7-7","9-9","7-8","1-0","1-5","10-10","6-7","7-14","9-3","3-7","9-11","14-16",15293,10019,3750,64,80178,957,779,510,40,6511,76.64,77.2,1010,68,65.3,6.29,75,1,6.94,1.57142857142857,250.338571428571,0.35,4.62571428571429,39.1072,5.33,3.58857142857143,3.91857142857143,0.0871428571428571
