"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100075,"Regular Season",2024-05-04,2024-05-04,"5:10 PM","Sat","arizona-diamondbacks","san-diego-padres",297,85,33,289,1555,"Arizona Diamondbacks","ari","AZ","D-backs",109,14,19,0.424,"L 2",4.9,4.6,0.4,-0.4,-0.1,"18-15",-4,"0-3","4-5","8-7","2-4","8-9","6-10","2-3","4-4","9-10","5-9","4-11","10-8","3-7","8-12","12-18",9071,5974,611,368,59913,1104,738,292,199,8347,83.93,81.27,1008,21,39.85,18.41,12,0,8,3.14285714285714,252.485714285714,1.48428571428571,7.21571428571429,33.4529,2.97428571428571,9.37428571428571,22.4314285714286,1.32
6100082,"Regular Season",2024-05-04,2024-05-05,"1:10 PM","Sun","arizona-diamondbacks","san-diego-padres",1387,102,36,564,6370,"Arizona Diamondbacks","ari","AZ","D-backs",109,14,19,0.424,"L 2",4.9,4.6,0.4,-0.4,-0.1,"18-15",-4,"0-3","4-5","8-7","2-4","8-9","6-10","2-3","4-4","9-10","5-9","4-11","10-8","3-7","8-12","12-18",9071,5974,611,368,59913,1104,738,292,199,8347,80.2,78.82,1007,22,38.01,21.65,25,0,8.68,2.45833333333333,203.749166666667,0.2425,3.56125,33.4529,0.69875,5.77416666666667,18.56125,0.608333333333333
6100236,"Regular Season",2024-05-04,2024-05-07,"7:20 PM","Tue","atlanta-braves","boston-red-sox",680,92,26,814,2014,"Atlanta Braves","atl","ATL","Braves",144,20,10,0.667,"L 1",5.3,3.8,1.6,-0.2,1.3,"20-10",0,"8-4","0-0","3-1","9-5","11-4","9-6","4-2","6-6","13-7","7-3","8-8","12-2","6-4","13-7","20-10",33230,17179,9470,735,88296,2054,1543,993,217,4823,82.29,83.25,1012,51,62.46,8.99,100,1,8.56,1.66666666666667,237.9625,0.645416666666667,8.00916666666667,33.749,2.10125,3.67041666666667,5.04625,0.433333333333333
6100238,"Regular Season",2024-05-04,2024-05-08,"7:20 PM","Wed","atlanta-braves","boston-red-sox",676,99,24,718,2096,"Atlanta Braves","atl","ATL","Braves",144,20,10,0.667,"L 1",5.3,3.8,1.6,-0.2,1.3,"20-10",0,"8-4","0-0","3-1","9-5","11-4","9-6","4-2","6-6","13-7","7-3","8-8","12-2","6-4","13-7","20-10",33230,17179,9470,735,88296,2054,1543,993,217,4823,88.74,88.88,1010,40,61.54,11.48,84,0,0.4,1.11764705882353,234.828823529412,0.181176470588235,10.8805882352941,33.749,1.47705882352941,2.90176470588235,4.95411764705882,0.710588235294118
6100717,"Regular Season",2024-05-04,2024-05-05,"1:20 PM","Sun","chicago-cubs","milwaukee-brewers",832,102,20,788,2181,"Chicago Cubs","chn","CHC","Cubs",112,19,14,0.576,"L 2",4.8,4.4,0.4,-0.1,0.3,"18-15",1,"4-4","0-1","8-4","7-5","10-4","9-10","1-3","5-6","17-10","2-4","8-9","11-5","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,54,52.11,1018,64,41.47,12.57,68,1,7.5,2.04166666666667,335.8725,1.64458333333333,24.3133333333333,41.9472,2.63291666666667,7.48833333333333,8.53708333333333,0.619583333333333
6100720,"Regular Season",2024-05-04,2024-05-06,"6:40 PM","Mon","chicago-cubs","san-diego-padres",1547,49,8,1201,4215,"Chicago Cubs","chn","CHC","Cubs",112,19,14,0.576,"L 2",4.8,4.4,0.4,-0.1,0.3,"18-15",1,"4-4","0-1","8-4","7-5","10-4","9-10","1-3","5-6","17-10","2-4","8-9","11-5","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,59.95,58.71,1015,65,47.35,9.24,70,0,7.72,1.625,291.647083333333,2.50875,16.67625,41.9472,2.85833333333333,5.705,7.22625,0.890833333333333
6100722,"Regular Season",2024-05-04,2024-05-07,"6:40 PM","Tue","chicago-cubs","san-diego-padres",1540,50,7,1201,4284,"Chicago Cubs","chn","CHC","Cubs",112,19,14,0.576,"L 2",4.8,4.4,0.4,-0.1,0.3,"18-15",1,"4-4","0-1","8-4","7-5","10-4","9-10","1-3","5-6","17-10","2-4","8-9","11-5","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,66.7,66.69,1002,77,59,14.58,100,1,6.78,1.66666666666667,352.70125,1.43958333333333,28.1316666666667,41.9472,5.12666666666667,10.9416666666667,13.1825,0.860416666666667
6100724,"Regular Season",2024-05-04,2024-05-08,"1:20 PM","Wed","chicago-cubs","san-diego-padres",1655,47,7,1201,4698,"Chicago Cubs","chn","CHC","Cubs",112,19,14,0.576,"L 2",4.8,4.4,0.4,-0.1,0.3,"18-15",1,"4-4","0-1","8-4","7-5","10-4","9-10","1-3","5-6","17-10","2-4","8-9","11-5","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,74.62,73.81,1002,43,46.24,9.57,32,1,0.36,1.11764705882353,271.937647058824,1.61705882352941,14.2488235294118,41.9472,3.74529411764706,2.64470588235294,3.97470588235294,0.517058823529412
6100743,"Regular Season",2024-05-04,2024-05-04,"1:20 PM","Sat","chicago-cubs","milwaukee-brewers",232,308,44,34505,668,"Chicago Cubs","chn","CHC","Cubs",112,19,14,0.576,"L 2",4.8,4.4,0.4,-0.1,0.3,"18-15",1,"4-4","0-1","8-4","7-5","10-4","9-10","1-3","5-6","17-10","2-4","8-9","11-5","5-5","12-8","18-12",53085,17968,12502,755,65489,2212,1595,1321,281,7821,75.47,75.45,1015,58,59.67,11.88,75,1,7.66,2.71428571428571,330.447142857143,1.65857142857143,16.9542857142857,41.9472,6.87142857142857,10.6142857142857,12.2128571428571,0.902857142857143
6101049,"Regular Season",2024-05-04,2024-05-07,"6:40 PM","Tue","cincinnati-reds","arizona-diamondbacks",354,70,22,1269,1424,"Cincinnati Reds","cin","CIN","Reds",113,16,16,0.5,"L 3",4.7,4.2,0.5,0,0.5,"18-14",-2,"7-6","1-2","1-2","7-6","9-8","7-8","1-0","1-4","10-10","6-6","9-14","7-2","4-6","10-10","15-15",15293,10019,3750,64,80178,957,779,510,40,6511,68.61,69.69,1007,96,67.1,10.22,100,1,5.79,1.20833333333333,279.4075,1.19833333333333,11.2595833333333,39.1072,2.12708333333333,5.46708333333333,6.74,0.3325
