"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100236,"Regular Season",2024-05-07,2024-05-07,"7:20 PM","Tue","atlanta-braves","boston-red-sox",804,74,20,655,2176,"Atlanta Braves","atl","ATL","Braves",144,20,12,0.625,"L 3",5.1,4,1.1,-0.1,1,"19-13",1,"8-4","0-0","3-3","9-5","11-4","9-8","4-2","6-6","13-8","7-4","7-8","13-4","4-6","12-8","18-12",33230,17179,9470,735,88296,2054,1543,993,217,4823,79.2,79.2,1013,67,67.3,10.65,75,0.34,7.82,2,208.377142857143,0.395714285714286,4.59,33.7469,2.10428571428571,1.02142857142857,1.75,0.527142857142857
6100238,"Regular Season",2024-05-07,2024-05-08,"7:20 PM","Wed","atlanta-braves","boston-red-sox",837,82,18,756,2558,"Atlanta Braves","atl","ATL","Braves",144,20,12,0.625,"L 3",5.1,4,1.1,-0.1,1,"19-13",1,"8-4","0-0","3-3","9-5","11-4","9-8","4-2","6-6","13-8","7-4","7-8","13-4","4-6","12-8","18-12",33230,17179,9470,735,88296,2054,1543,993,217,4823,84.69,87.03,1010,54,66.56,13.76,73,1,7.24,1.29166666666667,236.84875,1.08791666666667,9.74375,33.7469,1.73291666666667,2.1625,3.845,0.6525
6100404,"Regular Season",2024-05-07,2024-05-10,"7:05 PM","Fri","baltimore-orioles","arizona-diamondbacks",233,115,29,3955,985,"Baltimore Orioles","bal","BAL","Orioles",110,23,11,0.676,"W 4",5.3,3.7,1.6,0.4,2,"22-12",1,"6-1","7-2","5-4","5-4","12-7","11-4","1-2","3-4","13-7","10-4","14-5","9-6","7-3","15-5","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,68.81,67.84,1004,52,50.32,13.53,39,0.8,6.29,1.54166666666667,248.810833333333,0.184583333333333,4.38125,39.2852,0.70625,1.28375,1.84,0.18875
6100408,"Regular Season",2024-05-07,2024-05-11,"4:05 PM","Sat","baltimore-orioles","arizona-diamondbacks",302,106,24,3955,1136,"Baltimore Orioles","bal","BAL","Orioles",110,23,11,0.676,"W 4",5.3,3.7,1.6,0.4,2,"22-12",1,"6-1","7-2","5-4","5-4","12-7","11-4","1-2","3-4","13-7","10-4","14-5","9-6","7-3","15-5","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,62.67,60.75,1004,45,41.04,10.63,33,1,0.81,1.70588235294118,209.11,0.111176470588235,1.59529411764706,39.2852,0.312352941176471,0.508235294117647,0.721176470588235,0.402352941176471
6100559,"Regular Season",2024-05-07,2024-05-11,"4:10 PM","Sat","boston-red-sox","washington-nationals",840,119,34,579,2392,"Boston Red Sox","bos","BOS","Red Sox",111,19,16,0.543,"W 1",4.6,3.5,1.2,0.3,1.5,"22-13",-3,"0-3","3-7","9-4","7-2","7-9","12-7","1-3","4-4","15-11","4-5","7-13","12-3","5-5","11-9","16-14",25856,16548,1620,647,58466,1230,1051,409,260,9404,46.54,41.31,1001,95,45.01,11.77,100,1,0.1,1.17647058823529,222.654705882353,0.161764705882353,4.64647058823529,42.3466,0.704117647058824,0.773529411764706,0.979411764705882,0.128823529411765
6100561,"Regular Season",2024-05-07,2024-05-10,"7:10 PM","Fri","boston-red-sox","washington-nationals",816,97,27,716,2424,"Boston Red Sox","bos","BOS","Red Sox",111,19,16,0.543,"W 1",4.6,3.5,1.2,0.3,1.5,"22-13",-3,"0-3","3-7","9-4","7-2","7-9","12-7","1-3","4-4","15-11","4-5","7-13","12-3","5-5","11-9","16-14",25856,16548,1620,647,58466,1230,1051,409,260,9404,47.05,43.12,1007,94,45.25,9.71,100,1,0.57,1.45833333333333,234.623333333333,0.26875,6.8175,42.3466,1.36458333333333,2.8125,3.12625,0.175833333333333
6100722,"Regular Season",2024-05-07,2024-05-07,"6:40 PM","Tue","chicago-cubs","san-diego-padres",1448,44,9,559,3776,"Chicago Cubs","chn","CHC","Cubs",112,21,15,0.583,"L 1",4.8,4.3,0.4,0,0.4,"20-16",1,"4-4","2-1","8-5","7-5","12-5","9-10","1-3","6-6","19-11","2-4","9-10","12-5","4-6","11-9","17-13",53085,17968,12502,755,65489,2212,1595,1321,281,7821,69.35,69.84,1001,82,63.63,12.8,75,1,5.06,1.42857142857143,265.6,1.98571428571429,10.38,41.9472,3.59428571428571,3.79857142857143,4.51428571428571,0.551428571428571
6100724,"Regular Season",2024-05-07,2024-05-08,"1:20 PM","Wed","chicago-cubs","san-diego-padres",1872,101,7,115579,5156,"Chicago Cubs","chn","CHC","Cubs",112,21,15,0.583,"L 1",4.8,4.3,0.4,0,0.4,"20-16",1,"4-4","2-1","8-5","7-5","12-5","9-10","1-3","6-6","19-11","2-4","9-10","12-5","4-6","11-9","17-13",53085,17968,12502,755,65489,2212,1595,1321,281,7821,71.51,70.11,1004,37,43.02,13.02,41,0.2,5.84,1.5,329.8925,2.89583333333333,25.2775,41.9472,4.4875,6.95583333333333,9.84791666666667,1.47458333333333
6100879,"Regular Season",2024-05-07,2024-05-09,"6:40 PM","Thu","chicago-white-sox","cleveland-guardians",503,77,13,11504,2429,"Chicago White Sox","cha","CWS","White Sox",145,8,27,0.229,"L 1",2.9,5.4,-2.5,0.4,-2.1,"8-27",0,"3-1","2-18","0-0","3-8","5-12","3-15","2-2","4-8","6-23","2-4","6-23","2-4","5-5","6-14","7-23",53085,17968,12502,755,65489,2212,1595,1321,281,7821,48.24,42.51,1005,92,45.79,14.88,100,1,0.76,1.66666666666667,242.411666666667,0.414166666666667,9.15208333333333,41.8309,1.90166666666667,4.50125,5.00375,0.358333333333333
6100880,"Regular Season",2024-05-07,2024-05-10,"6:40 PM","Fri","chicago-white-sox","cleveland-guardians",535,76,15,2551,2463,"Chicago White Sox","cha","CWS","White Sox",145,8,27,0.229,"L 1",2.9,5.4,-2.5,0.4,-2.1,"8-27",0,"3-1","2-18","0-0","3-8","5-12","3-15","2-2","4-8","6-23","2-4","6-23","2-4","5-5","6-14","7-23",53085,17968,12502,755,65489,2212,1595,1321,281,7821,60.44,58.01,1011,39,34.54,8.01,36,0,7.26,1.33333333333333,247.835833333333,1.3975,12.4945833333333,41.8309,3.69041666666667,2.3275,3.33,0.622083333333333
