"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100238,"Regular Season",2024-05-08,2024-05-08,"7:20 PM","Wed","atlanta-braves","boston-red-sox",709,70,16,565,2016,"Atlanta Braves","atl","ATL","Braves",144,21,12,0.636,"W 1",5.1,4,1.1,0,1.1,"20-13",1,"8-4","0-0","3-3","10-5","12-4","9-8","4-2","6-6","14-8","7-4","9-10","12-2","4-6","13-7","19-11",33230,17179,9470,735,88296,2054,1543,993,217,4823,77.5,78.21,1013,69,66.54,13.22,100,0.78,7.33,1.85714285714286,208.615714285714,0.52,3.87,33.7469,1.81142857142857,1.33714285714286,2.09428571428571,0.371428571428571
6100404,"Regular Season",2024-05-08,2024-05-10,"7:05 PM","Fri","baltimore-orioles","arizona-diamondbacks",303,108,27,3955,1310,"Baltimore Orioles","bal","BAL","Orioles",110,23,12,0.657,"L 1",5.1,3.7,1.5,0.3,1.8,"23-12",0,"6-1","7-2","5-4","5-5","12-7","11-5","1-2","3-4","13-8","10-4","14-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,61.25,60.98,1005,83,55.62,13.29,99,1,5.28,1.41666666666667,239.352083333333,0.124583333333333,3.765,39.2852,0.42125,1.895,2.2275,0.22
6100407,"Regular Season",2024-05-08,2024-05-12,"1:35 PM","Sun","baltimore-orioles","arizona-diamondbacks",318,127,22,11849,1165,"Baltimore Orioles","bal","BAL","Orioles",110,23,12,0.657,"L 1",5.1,3.7,1.5,0.3,1.8,"23-12",0,"6-1","7-2","5-4","5-5","12-7","11-5","1-2","3-4","13-8","10-4","14-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,58.59,57.61,1012,74,50.18,12.21,90,1,0.77,1.11764705882353,266.439411764706,0.14,12.0670588235294,39.2852,1.30764705882353,4.31529411764706,5.41882352941176,0.354705882352941
6100408,"Regular Season",2024-05-08,2024-05-11,"4:05 PM","Sat","baltimore-orioles","arizona-diamondbacks",385,97,24,3955,1491,"Baltimore Orioles","bal","BAL","Orioles",110,23,12,0.657,"L 1",5.1,3.7,1.5,0.3,1.8,"23-12",0,"6-1","7-2","5-4","5-5","12-7","11-5","1-2","3-4","13-8","10-4","14-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,53.55,52.03,1008,73,44.65,9.57,100,1,6.67,1.58333333333333,216.613333333333,0.20125,3.13166666666667,39.2852,0.877916666666667,1.45,2.01083333333333,0.3275
6100558,"Regular Season",2024-05-08,2024-05-12,"1:35 PM","Sun","boston-red-sox","washington-nationals",932,106,35,676,2592,"Boston Red Sox","bos","BOS","Red Sox",111,19,17,0.528,"L 1",4.6,3.5,1.1,0.3,1.4,"22-14",-3,"0-3","3-7","9-4","7-3","7-9","12-8","1-3","4-4","15-12","4-5","7-14","12-3","5-5","10-10","15-15",25856,16548,1620,647,58466,1230,1051,409,260,9404,46.08,42.82,1011,91,43.43,6.31,100,1,0.48,1.76470588235294,301.391176470588,2.08235294117647,16.5976470588235,42.3466,2.36941176470588,10.8123529411765,12.8458823529412,0.571176470588235
6100559,"Regular Season",2024-05-08,2024-05-11,"4:10 PM","Sat","boston-red-sox","washington-nationals",837,114,34,579,2371,"Boston Red Sox","bos","BOS","Red Sox",111,19,17,0.528,"L 1",4.6,3.5,1.1,0.3,1.4,"22-14",-3,"0-3","3-7","9-4","7-3","7-9","12-8","1-3","4-4","15-12","4-5","7-14","12-3","5-5","10-10","15-15",25856,16548,1620,647,58466,1230,1051,409,260,9404,49.77,44.35,1008,73,41.14,15.01,100,1,0.65,1.41666666666667,226.83625,0.3675,6.09375,42.3466,0.837916666666667,1.28708333333333,1.7375,0.242916666666667
6100561,"Regular Season",2024-05-08,2024-05-10,"7:10 PM","Fri","boston-red-sox","washington-nationals",814,94,33,716,2378,"Boston Red Sox","bos","BOS","Red Sox",111,19,17,0.528,"L 1",4.6,3.5,1.1,0.3,1.4,"22-14",-3,"0-3","3-7","9-4","7-3","7-9","12-8","1-3","4-4","15-12","4-5","7-14","12-3","5-5","10-10","15-15",25856,16548,1620,647,58466,1230,1051,409,260,9404,55.11,52.77,1011,52,37.65,11.41,93,0,0.59,1.20833333333333,231.425416666667,0.298333333333333,5.98708333333333,42.3466,0.97875,1.51583333333333,1.69375,0.149583333333333
6100724,"Regular Season",2024-05-08,2024-05-08,"1:20 PM","Wed","chicago-cubs","san-diego-padres",1561,30,6,565,3947,"Chicago Cubs","chn","CHC","Cubs",112,22,15,0.595,"W 1",4.7,4.3,0.4,0,0.4,"20-17",2,"4-4","2-1","9-5","7-5","13-5","9-10","1-3","7-6","20-11","2-4","10-9","12-6","5-5","12-8","17-13",53085,17968,12502,755,65489,2212,1595,1321,281,7821,75.92,74.8,1007,34,45.57,11.88,20,1,7.05,2.85714285714286,280.617142857143,2.86857142857143,16.9414285714286,41.9472,3.32714285714286,5.29142857142857,6.87,1.34
6100879,"Regular Season",2024-05-08,2024-05-09,"6:40 PM","Thu","chicago-white-sox","cleveland-guardians",428,76,14,11504,1984,"Chicago White Sox","cha","CWS","White Sox",145,8,28,0.222,"L 2",2.9,5.4,-2.6,0.3,-2.3,"9-27",-1,"3-2","2-18","0-0","3-8","5-12","3-16","2-2","4-8","6-24","2-4","6-24","2-4","4-6","6-14","7-23",53085,17968,12502,755,65489,2212,1595,1321,281,7821,49.8,44.85,1007,91,47.41,14.12,100,1,1.5,1.58333333333333,268.1425,0.75875,13.9366666666667,41.8309,2.61125,6.93291666666667,8.07458333333333,0.560833333333333
6100880,"Regular Season",2024-05-08,2024-05-10,"6:40 PM","Fri","chicago-white-sox","cleveland-guardians",445,74,17,2551,1946,"Chicago White Sox","cha","CWS","White Sox",145,8,28,0.222,"L 2",2.9,5.4,-2.6,0.3,-2.3,"9-27",-1,"3-2","2-18","0-0","3-8","5-12","3-16","2-2","4-8","6-24","2-4","6-24","2-4","4-6","6-14","7-23",53085,17968,12502,755,65489,2212,1595,1321,281,7821,60.01,57.69,1013,42,35.89,8.88,9,0,6.98,1.25,262.0225,2.76791666666667,14.6916666666667,41.8309,4.285,2.82833333333333,4.01541666666667,0.777083333333333
