"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income","temp","feels_like","pressure","humidity","dew_points","wind_speed","clouds","precip_chance","uv_index","aqi","carbon_monoxide","nitrogen_monoxide","nitrogen_dioxide","ozone","sulphur_dioxide","fine_particles","coarse_particles","ammonia"
6100079,"Regular Season",2024-05-10,2024-05-13,"6:40 PM","Mon","arizona-diamondbacks","cincinnati-reds",1357,79,26,369,7433,"Arizona Diamondbacks","ari","AZ","D-backs",109,18,20,0.474,"W 4",5,4.7,0.3,-0.4,0,"20-18",-2,"0-3","7-5","9-8","2-4","9-10","9-10","2-3","6-4","13-11","5-9","5-13","13-7","6-4","9-11","14-16",9071,5974,611,368,59913,1104,738,292,199,8347,86.95,83.39,1009,13,31.12,17.98,0,0,8.68,2.875,243.524583333333,0.701666666666667,8.96791666666667,33.4529,2.0625,7.69125,18.6233333333333,1.22291666666667
6100084,"Regular Season",2024-05-10,2024-05-14,"6:40 PM","Tue","arizona-diamondbacks","cincinnati-reds",1555,76,25,380,7992,"Arizona Diamondbacks","ari","AZ","D-backs",109,18,20,0.474,"W 4",5,4.7,0.3,-0.4,0,"20-18",-2,"0-3","7-5","9-8","2-4","9-10","9-10","2-3","6-4","13-11","5-9","5-13","13-7","6-4","9-11","14-16",9071,5974,611,368,59913,1104,738,292,199,8347,86.07,82.69,1007,14,31.17,19.93,2,0,9,2.64705882352941,247.394117647059,0.958235294117647,10.9282352941176,33.4529,1.73764705882353,8.31764705882353,19.4694117647059,1.23529411764706
6100241,"Regular Season",2024-05-10,2024-05-14,"7:20 PM","Tue","atlanta-braves","chicago-cubs",766,91,14,863,2343,"Atlanta Braves","atl","ATL","Braves",144,22,12,0.647,"W 2",5.1,3.9,1.2,0,1.2,"21-13",1,"8-4","0-0","3-3","11-5","13-4","9-8","4-2","6-6","15-8","7-4","10-10","12-2","4-6","13-7","19-11",33230,17179,9470,735,88296,2054,1543,993,217,4823,70.25,70.92,1007,84,65.39,8.1,100,1,0.09,1.41176470588235,246.412941176471,0.175294117647059,7.55764705882353,33.7469,1.62058823529412,5.82529411764706,6.65294117647059,0.542352941176471
6100242,"Regular Season",2024-05-10,2024-05-13,"7:20 PM","Mon","atlanta-braves","chicago-cubs",587,91,17,567,1802,"Atlanta Braves","atl","ATL","Braves",144,22,12,0.647,"W 2",5.1,3.9,1.2,0,1.2,"21-13",1,"8-4","0-0","3-3","11-5","13-4","9-8","4-2","6-6","15-8","7-4","10-10","12-2","4-6","13-7","19-11",33230,17179,9470,735,88296,2054,1543,993,217,4823,63.66,62.74,1017,64,51.15,8.01,100,0.19,1.42,1.58333333333333,283.161666666667,1.445,18.1358333333333,33.7469,1.84125,6.63458333333333,9.28,1.21375
6100404,"Regular Season",2024-05-10,2024-05-10,"7:05 PM","Fri","baltimore-orioles","arizona-diamondbacks",214,63,22,285,826,"Baltimore Orioles","bal","BAL","Orioles",110,24,12,0.667,"W 1",5.2,3.7,1.5,0.4,1.8,"23-13",1,"6-1","7-2","5-4","6-5","12-7","12-5","2-2","4-4","13-8","11-4","15-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,53.92,53.35,1006,92,51.66,10.65,100,1,0.69,2,233.65,0.444285714285714,6.51714285714286,39.2852,1.59142857142857,1.23857142857143,1.91857142857143,0.395714285714286
6100407,"Regular Season",2024-05-10,2024-05-12,"1:35 PM","Sun","baltimore-orioles","arizona-diamondbacks",314,457,27,115579,1096,"Baltimore Orioles","bal","BAL","Orioles",110,24,12,0.667,"W 1",5.2,3.7,1.5,0.4,1.8,"23-13",1,"6-1","7-2","5-4","6-5","12-7","12-5","2-2","4-4","13-8","11-4","15-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,58.26,56.7,1010,62,45.03,12.39,74,1,5.01,1.5,236.848333333333,0.46875,7.62625,39.2852,1.90958333333333,2.03958333333333,2.775,0.341666666666667
6100408,"Regular Season",2024-05-10,2024-05-11,"4:05 PM","Sat","baltimore-orioles","arizona-diamondbacks",311,105,24,3955,1301,"Baltimore Orioles","bal","BAL","Orioles",110,24,12,0.667,"W 1",5.2,3.7,1.5,0.4,1.8,"23-13",1,"6-1","7-2","5-4","6-5","12-7","12-5","2-2","4-4","13-8","11-4","15-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,58.26,56.23,1010,52,40.77,10.33,100,1,5.52,1.66666666666667,234.624166666667,0.3275,6.85416666666667,39.2852,1.51791666666667,2.55166666666667,3.68666666666667,0.369166666666667
6100410,"Regular Season",2024-05-10,2024-05-13,"6:35 PM","Mon","baltimore-orioles","toronto-blue-jays",325,427,12,115579,1204,"Baltimore Orioles","bal","BAL","Orioles",110,24,12,0.667,"W 1",5.2,3.7,1.5,0.4,1.8,"23-13",1,"6-1","7-2","5-4","6-5","12-7","12-5","2-2","4-4","13-8","11-4","15-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,70.32,69.03,1016,42,46.11,12.26,29,0,6.97,1.66666666666667,283.99625,1.11125,14.01,39.2852,2.16708333333333,5.52166666666667,7.33583333333333,0.410833333333333
6100412,"Regular Season",2024-05-10,2024-05-14,"6:35 PM","Tue","baltimore-orioles","toronto-blue-jays",275,504,16,115579,1092,"Baltimore Orioles","bal","BAL","Orioles",110,24,12,0.667,"W 1",5.2,3.7,1.5,0.4,1.8,"23-13",1,"6-1","7-2","5-4","6-5","12-7","12-5","2-2","4-4","13-8","11-4","15-6","9-6","7-3","14-6","20-10",17773,5834,9509,18,40932,1421,727,1010,22,8701,68.27,67.95,1010,67,56.48,10.11,100,1,0.71,1.41176470588235,255.052352941176,0.512352941176471,11.3858823529412,39.2852,2.89529411764706,5.63294117647059,6.96235294117647,0.764705882352941
6100558,"Regular Season",2024-05-10,2024-05-12,"1:35 PM","Sun","boston-red-sox","washington-nationals",930,214,23,115579,2461,"Boston Red Sox","bos","BOS","Red Sox",111,19,18,0.514,"L 2",4.4,3.5,0.9,0.2,1.2,"22-15",-3,"0-3","3-7","9-4","7-4","7-9","12-9","1-3","4-4","15-12","4-6","7-15","12-3","5-5","10-10","14-16",25856,16548,1620,647,58466,1230,1051,409,260,9404,51.89,49.6,1013,60,38.28,6.2,100,0.35,1.48,1.25,251.45125,0.869583333333333,12.30875,42.3466,1.9475,2.43625,3.19333333333333,0.341666666666667
